code,code_system,include,term,notes
"""medcodeid""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""EmisCodeCategoryId""	""smoking_status""",
"""13494621000006118""",UNKNOWN,true,"7387	""^ESCT1349462""	NA	""referral for brief intervention for smoking cessation""	""770729006""	""3702282012""	40	""current or former""",
"""13499671000006118""",UNKNOWN,true,"50660	""^ESCT1349967""	NA	""brief intervention for smoking cessation""	""771155005""	""3704611015""	17	""current or former""",
"""13653501000006119""",UNKNOWN,true,"2332	""^ESCT1365350""	NA	""vaper with nicotine""	""785889008""	""3773975015""	17	""current or former""",
"""13810781000006112""",UNKNOWN,true,"1	""^ESCT1381078""	NA	""nicotine (as nicotine polacrilex) 4 mg oral gum chewing gum""	""323285008""	""3763540013""	31	""current or former""",
"""14171331000006116""",UNKNOWN,true,"1	""^ESCT1417133""	NA	""lack of support for smoking cessation""	""19511000175105""	""4042865018""	31	""current or former""",
"""14494021000006110""",UNKNOWN,true,"310	""^ESCT1449402""	NA	""former smoker""	""8517006""	""15046012""	17	""current or former""",
"""14616531000006112""",UNKNOWN,true,"84	""^ESCT1461653""	NA	""smoking""	""77176002""	""4589211015""	17	""current or former""",
"""14658381000006111""",UNKNOWN,true,"562	""^ESCT1465838""	NA	""nicotine replacement therapy declined""	""315022003""	""4590636014""	32	""current or former""",
"""14726051000006110""",UNKNOWN,true,"2937	""^ESCT1472605""	NA	""nicotine replacement therapy""	""151159008""	""235765015""	32	""current or former""",
"""14933931000006118""",UNKNOWN,true,"385	""^ESCT1493393""	NA	""community pharmacy smoking cessation service""	""1659131000000104""	""3195651000000116""	32	""current or former""",
"""15409601000006119""",UNKNOWN,true,"8	""^ESCT1540960""	NA	""smoking cessation consultation""	""1290027009""	""5266610018""	32	""current or former""",
"""15563391000006114""",UNKNOWN,true,"24	""^ESCT1556339""	NA	""referral to community pharmacy smoking cessation service""	""2140191000000108""	""3758141000000117""	40	""current or former""",
"""15563481000006119""",UNKNOWN,true,"19	""^ESCT1556348""	NA	""referral to community pharmacy smoking cessation service declined""	""2140301000000104""	""3758361000000119""	32	""current or former""",
"""15573901000006112""",UNKNOWN,true,"1	""^ESCT1557390""	NA	""nicotinell 2mg lozenges (haleon uk trading ltd) 96 lozenge 8 x 12 lozenges""	""5613111000001103""	""570631000001114""	31	""current or former""",
"""14866014""",UNKNOWN,true,"5050403	""1371-1""	""1371.11""	""non-smoker""	""8392000""	""14866014""	17	""non-smoker""",
"""250374013""",UNKNOWN,true,"15023626	""137L""	""137L.00""	""current non-smoker""	""160618006""	""250374013""	17	""non-smoker""",
"""397732011""",UNKNOWN,true,"113758633	""1371""	""1371.00""	""never smoked tobacco""	""266919005""	""397732011""	17	""non-smoker""",
"""854951000006113""",UNKNOWN,true,"5824	""EGTONGR10""	NA	""grade a non-smoker""	""854951000006109""	""854951000006113""	3	""non-smoker""",
"""904111000006113""",UNKNOWN,true,"40438	""EMISQCO2""	NA	""carbon monoxide validation confirms non-smoker""	""904111000006109""	""904111000006113""	17	""non-smoker""",
"""1009271000006118""",UNKNOWN,true,"23160	""ASDFGNO1""	NA	""non smoker - nos""	""1009271000006102""	""1009271000006118""	17	""non-smoker""",
"""1123751000000113""",UNKNOWN,true,"6520	""9kn""	""9kn..00""	""non-smoker annual review - enhanced services administration""	""505681000000109""	""1154431000000112""	37	""non-smoker""",
"""1154431000000112""",UNKNOWN,true,"307626	""9kn-1""	""9kn..11""	""non-smoker annual review""	""505681000000109""	""1154431000000112""	37	""non-smoker""",
"""4120281000006117""",UNKNOWN,true,"1	""^ESCTNO412028""	NA	""non-smoker for personal reasons""	""105539002""	""169634017""	31	""non-smoker""",
"""5495921000006119""",UNKNOWN,true,"18248	""^ESCTNE549592""	NA	""never smoked""	""266919005""	""397731016""	17	""non-smoker""",
"""6217461000006110""",UNKNOWN,true,"2	""^ESCTAG621746""	NA	""aggressive non-smoker""	""360918006""	""476968013""	31	""non-smoker""",
"""6718071000006115""",UNKNOWN,true,"14799	""^ESCTCU671807""	NA	""current non smoker but past smoking history unknown""	""405746006""	""2157522017""	17	""non-smoker""",
"""7569061000006118""",UNKNOWN,true,"17	""^ESCTNE756906""	NA	""never used tobacco""	""702979003""	""3006734013""	31	""non-smoker""",
"""7965041000006111""",UNKNOWN,true,"15512	""^ESCTNE796504""	NA	""never smoked any substance""	""221000119102""	""2916218010""	17	""non-smoker""",
