"MedCodeId"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"Term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"Release"	"EmisCodeCategoryId"	"SH"	"Group"
"385771000006110"	2	"U4C3"	"U4C3.00"	"[x]falling, lying or running before or into moving object, undetermined intent, occurrence at sports and athletics area"	219352005	331779019	NA	32	1	"unknown intent"
"385781000006113"	2	"U4C4"	"U4C4.00"	"[x]falling, lying or running before or into moving object, undetermined intent, occurrence on street and highway"	219352005	331779019	NA	32	1	"unknown intent"
"385791000006111"	1	"U4C5"	"U4C5.00"	"[x]falling, lying or running before or into moving object, undetermined intent, occurrence at trade and service area"	219352005	331779019	NA	32	1	"unknown intent"
"385801000006112"	1	"U4Cz"	"U4Cz.00"	"[x]falling, lying or running before or into moving object, undetermined intent, occurrence at unspecified place"	219352005	331779019	NA	32	1	"unknown intent"
"386491000006114"	50	"U4B"	"U4B..00"	"[x]falling, jumping or pushed from a high place, undetermined intent"	429482004	2694478011	NA	32	1	"unknown intent"
"386501000006118"	5	"U4C"	"U4C..00"	"[x]falling, lying or running before or into moving object, undetermined intent"	419048002	2576906010	NA	32	1	"unknown intent"
"386511000006115"	1	"U4B7"	"U4B7.00"	"[x]falling, jumping or pushed from a high place, undetermined intent, occurrence on farm"	429482004	2694478011	NA	32	1	"unknown intent"
"386521000006111"	10	"U4B0"	"U4B0.00"	"[x]falling, jumping or pushed from a high place, undetermined intent, occurrence at home"	429482004	2694478011	NA	32	1	"unknown intent"
"386531000006114"	1	"U4C7"	"U4C7.00"	"[x]falling, lying or running before or into moving object, undetermined intent, occurrence on farm"	219352005	331779019	NA	32	1	"unknown intent"
"386541000006116"	1	"U4C0"	"U4C0.00"	"[x]falling, lying or running before or into moving object, undetermined intent, occurrence at home"	219352005	331779019	NA	32	1	"unknown intent"
"388401000006115"	1	"U432"	"U432.00"	"[x]handgun discharge, undetermined intent, occurrence at school, other institution and public administrative area"	219335006	331762013	NA	32	1	"unknown intent"
"388411000006117"	10	"U43y"	"U43y.00"	"injury of unknown intent by handgun"	219335006	331762013	NA	32	1	"unknown intent"
"388421000006113"	1	"U43z"	"U43z.00"	"[x]handgun discharge, undetermined intent, occurrence at unspecified place"	219335006	331762013	NA	32	1	"unknown intent"
"388431000006111"	1	"U436"	"U436.00"	"[x]handgun discharge, undetermined intent, occurrence at industrial and construction area"	219335006	331762013	NA	32	1	"unknown intent"
"388441000006118"	1	"U434"	"U434.00"	"[x]handgun discharge, undetermined intent, occurrence on street and highway"	219335006	331762013	NA	32	1	"unknown intent"
"388451000006116"	1	"U431"	"U431.00"	"[x]handgun discharge, undetermined intent, occurrence in residential institution"	219335006	331762013	NA	32	1	"unknown intent"
"388461000006119"	1	"U433"	"U433.00"	"[x]handgun discharge, undetermined intent, occurrence at sports and athletics area"	219335006	331762013	NA	32	1	"unknown intent"
"388471000006114"	1	"U435"	"U435.00"	"[x]handgun discharge, undetermined intent, occurrence at trade and service area"	219335006	331762013	NA	32	1	"unknown intent"
"388501000006119"	1	"U430"	"U430.00"	"[x]handgun discharge, undetermined intent, occurrence at home"	219335006	331762013	NA	32	1	"unknown intent"
"388511000006116"	1	"U437"	"U437.00"	"[x]handgun discharge, undetermined intent, occurrence on farm"	219335006	331762013	NA	32	1	"unknown intent"
"388631000006114"	1	"U412"	"U412.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at school, other institution and public administrative area"	219328003	331755016	NA	32	1	"unknown intent"
"388641000006116"	70	"U410"	"U410.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at home"	219328003	331755016	NA	32	1	"unknown intent"
"388651000006119"	3	"U417"	"U417.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence on farm"	219328003	331755016	NA	32	1	"unknown intent"
"388661000006117"	90	"U41"	"U41..00"	"[x]hanging, strangulation and suffocation undetermined intent"	219328003	331755016	NA	32	1	"unknown intent"
"388671000006112"	1	"U411"	"U411.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence in residential institution"	219328003	331755016	NA	32	1	"unknown intent"
"388681000006110"	1	"U413"	"U413.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at sports and athletics area"	219328003	331755016	NA	32	1	"unknown intent"
"388691000006113"	2	"U415"	"U415.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at trade and service area"	219328003	331755016	NA	32	1	"unknown intent"
"388701000006113"	2	"U416"	"U416.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at industrial and construction area"	219328003	331755016	NA	32	1	"unknown intent"
"388711000006111"	3	"U414"	"U414.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence on street and highway"	219328003	331755016	NA	32	1	"unknown intent"
"388721000006115"	4	"U41y"	"U41y.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at other specified place"	219328003	331755016	NA	32	1	"unknown intent"
"388731000006117"	6	"U41z"	"U41z.00"	"[x]hanging, strangulation and suffocation, undetermined intent, occurrence at unspecified place"	219328003	331755016	NA	32	1	"unknown intent"
"390531000006111"	1000	"U2-2"	"U2...12"	"[x]injury - self-inflicted"	248062006	370336015	NA	32	1	"self harm"
"391121000006110"	30	"U2B6"	"U2B6.00"	"[x]intentional self harm by jumping from a high place, occurrence at industrial and construction area"	287186005	426705017	NA	32	1	"self harm"
"391131000006113"	200	"U2By"	"U2By.00"	"[x]intentional self harm by jumping from a high place, occurrence at other specified place"	287186005	426705017	NA	32	1	"self harm"
"391141000006115"	100	"U2Bz"	"U2Bz.00"	"[x]intentional self harm by jumping from a high place, occurrence at unspecified place"	392501000000107	814031000000116	NA	32	1	"self harm"
"391151000006118"	30	"U282"	"U282.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at school, other institution and public administrative area"	285142001	424047010	NA	32	1	"self harm"
"391161000006116"	1	"U286"	"U286.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at industrial and construction area"	285142001	424047010	NA	32	1	"self harm"
"391171000006111"	2	"U283"	"U283.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at sports and athletics area"	285142001	424047010	NA	32	1	"self harm"
"391181000006114"	2	"U285"	"U285.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at trade and service area"	285142001	424047010	NA	32	1	"self harm"
"391191000006112"	10	"U2D2"	"U2D2.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at school, other institution and public administrative area"	418420002	2576648017	NA	32	1	"self harm"
"391201000006110"	10	"U2B2"	"U2B2.00"	"[x]intentional self harm by jumping from a high place, occurrence at school, other institution and public administrative area"	287186005	426705017	NA	32	1	"self harm"
"391211000006113"	3	"U2C3"	"U2C3.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at sports and athletics area"	224948000	338100015	NA	32	1	"self harm"
"391221000006117"	4	"U2C5"	"U2C5.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at trade and service area"	224948000	338100015	NA	32	1	"self harm"
"391231000006119"	6	"U2C2"	"U2C2.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at school, other institution and public administrative area"	224948000	338100015	NA	32	1	"self harm"
"391241000006112"	30	"U2Cy"	"U2Cy.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at other specified place"	224948000	338100015	NA	32	1	"self harm"
"391251000006114"	10	"U2Cz"	"U2Cz.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at unspecified place"	224948000	338100015	NA	32	1	"self harm"
"391261000006111"	1	"U2C6"	"U2C6.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at industrial and construction area"	224948000	338100015	NA	32	1	"self harm"
"391271000006116"	5	"U2C1"	"U2C1.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence in residential institution"	224948000	338100015	NA	32	1	"self harm"
"391281000006118"	20	"U2C4"	"U2C4.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence on street and highway"	224948000	338100015	NA	32	1	"self harm"
"391291000006115"	2	"U241"	"U241.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence in residential institution"	393881000000109	1021171000000111	NA	32	1	"self harm"
"391301000006119"	2	"U244"	"U244.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence on street and highway"	446251000000108	1030581000000113	NA	32	1	"self harm"
"391311000006116"	3	"U24z"	"U24z.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at unspecified place"	445021000000102	1031471000000118	NA	32	1	"self harm"
"391321000006112"	3	"U24y"	"U24y.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at other specified place"	432991000000105	1031461000000113	NA	32	1	"self harm"
"391331000006110"	1	"U243"	"U243.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at sports and athletics area"	421331000000103	1030571000000111	NA	32	1	"self harm"
"391341000006117"	1	"U245"	"U245.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at trade and service area"	473371000000101	1030591000000110	NA	32	1	"self harm"
"391351000006115"	4	"U2096"	"U209600"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at industrial and construction area"	67426006	112060019	NA	32	1	"self harm"
"391361000006118"	1	"U2036"	"U203600"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at industrial and construction area"	4836003	9064013	NA	32	1	"self harm"
"391371000006113"	2	"U2066"	"U206600"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at industrial and construction area"	85975005	142539012	NA	32	1	"self harm"
"391381000006111"	8	"U2056"	"U205600"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at industrial and construction area"	446791000000109	1008931000000112	NA	32	1	"self harm"
"391391000006114"	40	"U2006"	"U200600"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence at industrial and construction area"	385731000000101	1019461000000116	NA	32	1	"self harm"
"391401000006111"	8	"U20Az"	"U20Az00"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, halogens, occurrence at unspecified place"	241769004	361966013	NA	32	1	"self harm"
"391411000006114"	1	"U20Ay"	"U20Ay00"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at other specified place"	241769004	361966013	NA	32	1	"self harm"
"391421000006118"	3	"U20A6"	"U20A600"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at industrial and construction area"	241769004	361966013	NA	32	1	"self harm"
"391431000006115"	1	"U2076"	"U207600"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at industrial and construction area"	32835006	54799015	NA	32	1	"self harm"
"391441000006113"	20	"U2086"	"U208600"	"[x]int self pois oth/unsp drug/medic indust/construct area"	271982007	407014015	NA	32	1	"self harm"
"391451000006110"	2	"U20B6"	"U20B600"	"[x]int self pois other gas/vapour indust/construct area"	271982007	407014015	NA	32	1	"self harm"
"391461000006112"	2	"U20C6"	"U20C600"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at industrial and construction area"	391791000000102	1014581000000113	NA	32	1	"self harm"
"391471000006117"	10	"U2046"	"U204600"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at industrial and construction area"	61438005	102073010	NA	32	1	"self harm"
"391481000006119"	4	"U2026"	"U202600"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at industrial and construction area"	85337000	141456016	NA	32	1	"self harm"
"391491000006116"	2	"U20y6"	"U20y600"	"[x]int self pois unspecif chemical indust/construct area"	271982007	407014015	NA	32	1	"self harm"
"391501000006112"	1	"U2093"	"U209300"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at sports and athletics area"	67426006	112060019	NA	32	1	"self harm"
"391511000006110"	50	"U209y"	"U209y00"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at other specified place"	67426006	112060019	NA	32	1	"self harm"
"391521000006119"	6	"U2092"	"U209200"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area"	67426006	112060019	NA	32	1	"self harm"
"391531000006116"	1	"U2013"	"U201300"	"[x]int self poison antiepileptic in sport/athletic area"	42377002	70704011	NA	32	1	"self harm"
"391541000006114"	1	"U2016"	"U201600"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence at industrial and construction area"	42377002	70704011	NA	32	1	"self harm"
"391551000006111"	1	"U203y"	"U203y00"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at other specified place"	4836003	9064013	NA	32	1	"self harm"
"391561000006113"	1	"U2033"	"U203300"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at sports and athletics area"	4836003	9064013	NA	32	1	"self harm"
"391571000006118"	1	"U2032"	"U203200"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at school, other institution and public administrative area"	4836003	9064013	NA	32	1	"self harm"
"391581000006115"	3	"U206y"	"U206y00"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at other specified place"	85975005	142539012	NA	32	1	"self harm"
"391591000006117"	1	"U2063"	"U206300"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at sports and athletics area"	85975005	142539012	NA	32	1	"self harm"
"391601000006113"	1	"U2062"	"U206200"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at school, other institution and public administrative area"	85975005	142539012	NA	32	1	"self harm"
"391611000006111"	1	"U2053"	"U205300"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at sports and athletics area"	446651000000105	1006971000000113	NA	32	1	"self harm"
"391621000006115"	8	"U205y"	"U205y00"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at other specified place"	458971000000107	796541000000114	NA	32	1	"self harm"
"391631000006117"	4	"U2052"	"U205200"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at school, other institution and public administrative area"	421581000000105	1006961000000118	NA	32	1	"self harm"
"391641000006110"	1	"U2003"	"U200300"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence at sports and athletics area"	387071000000108	1019431000000114	NA	32	1	"self harm"
"391651000006112"	10	"U2002"	"U200200"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence at school, other institution and public administrative area"	422721000000107	799451000000118	NA	32	1	"self harm"
"391661000006114"	60	"U200y"	"U200y00"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence at other specified place"	459381000000104	1012861000000113	NA	32	1	"self harm"
"391671000006119"	1	"U20A2"	"U20A200"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at school, other institution and public administrative area"	241769004	361966013	NA	32	1	"self harm"
"391681000006116"	1	"U20A4"	"U20A400"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence on street and highway"	241769004	361966013	NA	32	1	"self harm"
"391691000006118"	1	"U20A7"	"U20A700"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence on farm"	241769004	361966013	NA	32	1	"self harm"
"391701000006118"	6	"U20A1"	"U20A100"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence in residential institution"	241769004	361966013	NA	32	1	"self harm"
"391711000006115"	1	"U20A3"	"U20A300"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, halogens, occurrence at sports and athletics area"	241769004	361966013	NA	32	1	"self harm"
"391721000006111"	2	"U20A5"	"U20A500"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at trade and service area"	241769004	361966013	NA	32	1	"self harm"
"391731000006114"	1	"U2073"	"U207300"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at sports and athletics area"	32835006	54799015	NA	32	1	"self harm"
"391741000006116"	1	"U2072"	"U207200"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at school, other institution and public administrative area"	32835006	54799015	NA	32	1	"self harm"
"391751000006119"	7	"U207y"	"U207y00"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at other specified place"	32835006	54799015	NA	32	1	"self harm"
"391761000006117"	1	"U2083"	"U208300"	"[x]int self poison oth/uns drug/med in sport/athletic area"	271982007	407014015	NA	32	1	"self harm"
"391771000006112"	6	"U2082"	"U208200"	"[x]int self poison oth/uns drug/med school/pub admin area"	271982007	407014015	NA	32	1	"self harm"
"391781000006110"	20	"U208y"	"U208y00"	"[x]int self poison oth/unsp drug/medic other spec place"	271982007	407014015	NA	32	1	"self harm"
"391791000006113"	1	"U20B3"	"U20B300"	"[x]int self poison other gas/vapour in sport/athletic area"	271982007	407014015	NA	32	1	"self harm"
"391801000006114"	10	"U20By"	"U20By00"	"[x]int self poison other gas/vapour other spec place"	271982007	407014015	NA	32	1	"self harm"
"391811000006112"	1	"U20B2"	"U20B200"	"[x]int self poison other gas/vapour school/pub admin area"	271982007	407014015	NA	32	1	"self harm"
"391821000006116"	1	"U20C3"	"U20C300"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at sports and athletics area"	445311000000106	1031371000000112	NA	32	1	"self harm"
"391831000006118"	3	"U20Cy"	"U20Cy00"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at other specified place"	445341000000107	804681000000113	NA	32	1	"self harm"
"391841000006111"	1	"U20C2"	"U20C200"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at school, other institution and public administrative area"	392001000000101	1031361000000117	NA	32	1	"self harm"
"391851000006113"	1	"U2043"	"U204300"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at sports and athletics area"	61438005	102073010	NA	32	1	"self harm"
"391861000006110"	3	"U204y"	"U204y00"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at other specified place"	61438005	102073010	NA	32	1	"self harm"
"391871000006115"	1	"U2042"	"U204200"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at school, other institution and public administrative area"	61438005	102073010	NA	32	1	"self harm"
"391881000006117"	1	"U2023"	"U202300"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at sports and athletics area"	85337000	141456016	NA	32	1	"self harm"
"391891000006119"	10	"U202y"	"U202y00"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at other specified place"	85337000	141456016	NA	32	1	"self harm"
"391901000006115"	2	"U2022"	"U202200"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at school, other institution and public administrative area"	85337000	141456016	NA	32	1	"self harm"
"391911000006117"	1	"U20y3"	"U20y300"	"[x]int self poison unspecif chemical in sport/athletic area"	271982007	407014015	NA	32	1	"self harm"
"391921000006113"	6	"U20yy"	"U20yy00"	"[x]int self poison unspecif chemical other spec place"	271982007	407014015	NA	32	1	"self harm"
"391931000006111"	1	"U20y2"	"U20y200"	"[x]int self poison unspecif chemical school/pub admin area"	271982007	407014015	NA	32	1	"self harm"
"391941000006118"	200	"U2090"	"U209000"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at home"	67426006	112060019	NA	32	1	"self harm"
"391951000006116"	2	"U2097"	"U209700"	"[x]intentional self poisoning by and exposure to alcohol, occurrence on farm"	67426006	112060019	NA	32	1	"self harm"
"391961000006119"	30	"U2010"	"U201000"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence at home"	42377002	70704011	NA	32	1	"self harm"
"391971000006114"	1	"U2017"	"U201700"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence on farm"	42377002	70704011	NA	32	1	"self harm"
"391981000006112"	1	"U2030"	"U203000"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at home"	4836003	9064013	NA	32	1	"self harm"
"391991000006110"	1	"U2037"	"U203700"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence on farm"	4836003	9064013	NA	32	1	"self harm"
"392001000006112"	2	"U2060"	"U206000"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at home"	85975005	142539012	NA	32	1	"self harm"
"392011000006110"	1	"U2067"	"U206700"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence on farm"	85975005	142539012	NA	32	1	"self harm"
"392021000006119"	100	"U2050"	"U205000"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at home"	433941000000106	1004881000000113	NA	32	1	"self harm"
"392031000006116"	1	"U2057"	"U205700"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence on farm"	393331000000100	1008941000000115	NA	32	1	"self harm"
"392041000006114"	1000	"U2000"	"U200000"	"self-administered intentional poisoning by analgesic"	393341000000109	1021731000000113	NA	32	1	"self harm"
"392051000006111"	1	"U2007"	"U200700"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence on farm"	458171000000105	1012261000000112	NA	32	1	"self harm"
"392061000006113"	20	"U2070"	"U207000"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at home"	32835006	54799015	NA	32	1	"self harm"
"392071000006118"	1	"U2077"	"U207700"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence on farm"	32835006	54799015	NA	32	1	"self harm"
"392081000006115"	2	"U2087"	"U208700"	"[x]int self poison/exposure to oth/unsp drug/medic on farm"	271982007	407014015	NA	32	1	"self harm"
"392091000006117"	300	"U2080"	"U208000"	"[x]int self poison/exposure to oth/unsp drug/medicam home"	271982007	407014015	NA	32	1	"self harm"
"392101000006111"	30	"U20B0"	"U20B000"	"[x]int self poison/exposure to other gas/vapour at home"	271982007	407014015	NA	32	1	"self harm"
"392111000006114"	1	"U20B7"	"U20B700"	"[x]int self poison/exposure to other gas/vapour on farm"	271982007	407014015	NA	32	1	"self harm"
"392121000006118"	3000	"U208"	"U208.00"	"[x]int self poison/exposure to other/unspec drug/medicament"	271982007	407014015	NA	32	1	"self harm"
"392131000006115"	5	"U20C0"	"U20C000"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at home"	392701000000104	1032091000000118	NA	32	1	"self harm"
"392141000006113"	1	"U20C7"	"U20C700"	"[x]intentional self poisoning by and exposure to pesticides, occurrence on farm"	472721000000106	1014591000000110	NA	32	1	"self harm"
"392151000006110"	200	"U2040"	"U204000"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at home"	271982007	407014015	NA	32	1	"self harm"
"392161000006112"	2	"U2047"	"U204700"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence on farm"	61438005	102073010	NA	32	1	"self harm"
"392171000006117"	300	"U2020"	"U202000"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at home"	85337000	141456016	NA	32	1	"self harm"
"392181000006119"	1	"U2027"	"U202700"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence on farm"	85337000	141456016	NA	32	1	"self harm"
"392191000006116"	2000	"U20y0"	"U20y000"	"[x]int self poison/exposure to unspecif chemical at home"	271982007	2871916017	NA	32	1	"self harm"
"392201000006118"	1	"U20y7"	"U20y700"	"[x]int self poison/exposure to unspecif chemical on farm"	271982007	407014015	NA	32	1	"self harm"
"392211000006115"	2	"U242"	"U242.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at school, other institution and public administrative area"	446041000000101	1030561000000116	NA	32	1	"self harm"
"392221000006111"	4	"U246"	"U246.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at industrial and construction area"	473381000000104	1030601000000116	NA	32	1	"self harm"
"392231000006114"	5	"U252"	"U252.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at school, other institution and public administrative area"	403671000000102	931181000000117	NA	32	1	"self harm"
"392241000006116"	1	"U256"	"U256.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at industrial and construction area"	457721000000106	1027661000000115	NA	32	1	"self harm"
"392251000006119"	1	"U253"	"U253.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at sports and athletics area"	445351000000105	807101000000118	NA	32	1	"self harm"
"392261000006117"	50	"U212"	"U212.00"	"[x]inten slf harm hang strang/suffc sch oth ins/pub adm area"	392751000000103	804181000000116	NA	32	1	"self harm"
"392281000006110"	40	"U2A2"	"U2A2.00"	"[x]intentional self harm by blunt object, occurrence at school, other institution and public administrative area"	284756003	423529018	NA	32	1	"self harm"
"392291000006113"	1	"U2A6"	"U2A6.00"	"[x]intentional self harm by blunt object, occurrence at industrial and construction area"	284756003	423529018	NA	32	1	"self harm"
"392301000006114"	10	"U2A1"	"U2A1.00"	"[x]intentional self harm by blunt object, occurrence in residential institution"	284756003	423529018	NA	32	1	"self harm"
"392311000006112"	3	"U2A3"	"U2A3.00"	"[x]intentional self harm by blunt object, occurrence at sports and athletics area"	284756003	423529018	NA	32	1	"self harm"
"392321000006116"	5	"U2A5"	"U2A5.00"	"[x]intentional self harm by blunt object, occurrence at trade and service area"	284756003	423529018	NA	32	1	"self harm"
"392331000006118"	3	"U2Dy"	"U2Dy.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at other specified place"	418420002	2576648017	NA	32	1	"self harm"
"392341000006111"	10	"U2Dz"	"U2Dz.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at unspecified place"	418420002	2576648017	NA	32	1	"self harm"
"392351000006113"	1	"U2D1"	"U2D1.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence in residential institution"	418420002	2576648017	NA	32	1	"self harm"
"392361000006110"	1	"U2D3"	"U2D3.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at sports and athletics area"	418420002	2576648017	NA	32	1	"self harm"
"392371000006115"	8	"U2D4"	"U2D4.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence on street and highway"	418420002	2576648017	NA	32	1	"self harm"
"392381000006117"	10	"U2D0"	"U2D0.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at home"	418420002	2576648017	NA	32	1	"self harm"
"392391000006119"	1	"U2D7"	"U2D7.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence on farm"	418420002	2576648017	NA	32	1	"self harm"
"392401000006117"	6	"U226"	"U226.00"	"[x]intentional self harm by drowning and submersion, occurrence at industrial and construction area"	392021000000105	1014211000000116	NA	32	1	"self harm"
"392411000006119"	20	"U22y"	"U22y.00"	"[x]intentional self harm by drowning and submersion, occurrence at other specified place"	472681000000104	1017721000000110	NA	32	1	"self harm"
"392421000006110"	1	"U223"	"U223.00"	"[x]intentional self harm by drowning and submersion, occurrence at sports and athletics area"	385231000000108	1016881000000117	NA	32	1	"self harm"
"392431000006113"	1	"U225"	"U225.00"	"[x]intentional self harm by drowning and submersion, occurrence at trade and service area"	392011000000104	1023931000000110	NA	32	1	"self harm"
"392441000006115"	40	"U22z"	"U22z.00"	"[x]intentional self harm by drowning and submersion, occurrence at unspecified place"	415591000000101	802861000000112	NA	32	1	"self harm"
"392451000006118"	10	"U220"	"U220.00"	"[x]intentional self harm by drowning and submersion, occurrence at home"	458281000000101	1016791000000111	NA	32	1	"self harm"
"392461000006116"	1	"U227"	"U227.00"	"[x]intentional self harm by drowning and submersion, occurrence on farm"	392031000000107	1014221000000110	NA	32	1	"self harm"
"392471000006111"	2	"U221"	"U221.00"	"[x]intentional self harm by drowning and submersion, occurrence in residential institution"	473731000000102	1016801000000110	NA	32	1	"self harm"
"392481000006114"	2	"U224"	"U224.00"	"[x]intentional self harm by drowning and submersion, occurrence on street and highway"	457331000000107	1016891000000115	NA	32	1	"self harm"
"392491000006112"	5	"U26y"	"U26y.00"	"[x]intentional self harm by explosive material, occurrence at other specified place"	219340003	331767019	NA	32	1	"self harm"
"392501000006116"	4	"U26z"	"U26z.00"	"[x]intentional self harm by explosive material, occurrence at unspecified place"	219340003	331767019	NA	32	1	"self harm"
"392511000006118"	2	"U262"	"U262.00"	"[x]intentional self harm by explosive material, occurrence at school, other institution and public administrative area"	219340003	331767019	NA	32	1	"self harm"
