"chapter"	"code"	"title"	"primary_only"	"type"
"05"	"F52.0"	"Lack or loss of sexual desire"	TRUE	"psych_primary"
"05"	"F52.1"	"Sexual aversion and lack of sexual enjoyment"	TRUE	"psych_primary"
"05"	"F52.2"	"Failure of genital response"	TRUE	"psych_primary"
"05"	"F52.3"	"Orgasmic dysfunction"	TRUE	"psych_primary"
"05"	"F52.4"	"Premature ejaculation"	TRUE	"psych_primary"
"05"	"F52.5"	"Nonorganic vaginismus"	TRUE	"psych_primary"
"05"	"F52.6"	"Nonorganic dyspareunia"	TRUE	"psych_primary"
"05"	"F52.7"	"Excessive sexual drive"	TRUE	"psych_primary"
"05"	"F52.8"	"Other sexual dysfunction, not caused by organic disorder or disease"	TRUE	"psych_primary"
"05"	"F52.9"	"Unspecified sexual dysfunction, not caused by organic disorder or disease"	TRUE	"psych_primary"
"05"	"F53.-"	"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"	TRUE	"group_heading"
"05"	"F53.0"	"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified"	TRUE	"psych_primary"
"05"	"F53.1"	"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified"	TRUE	"psych_primary"
"05"	"F53.8"	"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified"	TRUE	"psych_primary"
"05"	"F53.9"	"Puerperal mental disorder, unspecified"	TRUE	"psych_primary"
"05"	"F54"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	TRUE	"psych_primary"
"05"	"F55"	"Abuse of non-dependence-producing substances"	TRUE	"psych_primary"
"05"	"F59"	"Unspecified behavioural syndromes associated with physiological disturbances and physical factors"	TRUE	"psych_primary"
"05"	"F60.-"	"Specific personality disorders"	TRUE	"group_heading"
"05"	"F60.0"	"Paranoid personality disorder"	TRUE	"psych_primary"
"05"	"F60.1"	"Schizoid personality disorder"	TRUE	"psych_primary"
"05"	"F60.2"	"Dissocial personality disorder"	TRUE	"psych_primary"
"05"	"F60.3"	"Emotionally unstable personality disorder"	TRUE	"psych_primary"
"05"	"F60.4"	"Histrionic personality disorder"	TRUE	"psych_primary"
"05"	"F60.5"	"Anankastic personality disorder"	TRUE	"psych_primary"
"05"	"F60.6"	"Anxious [avoidant] personality disorder"	TRUE	"psych_primary"
"05"	"F60.7"	"Dependent personality disorder"	TRUE	"psych_primary"
"05"	"F60.8"	"Other specific personality disorders"	TRUE	"psych_primary"
"05"	"F60.9"	"Personality disorder, unspecified"	TRUE	"psych_primary"
"05"	"F61"	"Mixed and other personality disorders"	TRUE	"psych_primary"
"05"	"F62.-"	"Enduring personality changes, not attributable to brain damage and disease"	TRUE	"group_heading"
"05"	"F62.0"	"Enduring personality change after catastrophic experience"	TRUE	"psych_primary"
"05"	"F62.1"	"Enduring personality change after psychiatric illness"	TRUE	"psych_primary"
"05"	"F62.8"	"Other enduring personality changes"	TRUE	"psych_primary"
"05"	"F62.9"	"Enduring personality change, unspecified"	TRUE	"psych_primary"
"05"	"F63.-"	"Habit and impulse disorders"	TRUE	"group_heading"
"05"	"F63.0"	"Pathological gambling"	TRUE	"psych_primary"
"05"	"F63.1"	"Pathological fire-setting [pyromania]"	TRUE	"psych_primary"
"05"	"F63.2"	"Pathological stealing [kleptomania]"	TRUE	"psych_primary"
"05"	"F63.3"	"Trichotillomania"	TRUE	"psych_primary"
"05"	"F63.8"	"Other habit and impulse disorders"	TRUE	"psych_primary"
"05"	"F63.9"	"Habit and impulse disorder, unspecified"	TRUE	"psych_primary"
"05"	"F64.-"	"Gender identity disorders"	TRUE	"group_heading"
"05"	"F64.0"	"Transsexualism"	TRUE	"psych_primary"
"05"	"F64.1"	"Dual-role transvestism"	TRUE	"psych_primary"
"05"	"F64.2"	"Gender identity disorder of childhood"	TRUE	"psych_primary"
"05"	"F64.8"	"Other gender identity disorders"	TRUE	"psych_primary"
"05"	"F64.9"	"Gender identity disorder, unspecified"	TRUE	"psych_primary"
"05"	"F65.-"	"Disorders of sexual preference"	TRUE	"group_heading"
"05"	"F65.0"	"Fetishism"	TRUE	"psych_primary"
"05"	"F65.1"	"Fetishistic transvestism"	TRUE	"psych_primary"
"05"	"F65.2"	"Exhibitionism"	TRUE	"psych_primary"
"05"	"F65.3"	"Voyeurism"	TRUE	"psych_primary"
"05"	"F65.4"	"Paedophilia"	TRUE	"psych_primary"
"05"	"F65.5"	"Sadomasochism"	TRUE	"psych_primary"
"05"	"F65.6"	"Multiple disorders of sexual preference"	TRUE	"psych_primary"
"05"	"F65.8"	"Other disorders of sexual preference"	TRUE	"psych_primary"
"05"	"F65.9"	"Disorder of sexual preference, unspecified"	TRUE	"psych_primary"
"05"	"F66.-"	"Psychological and behavioural disorders associated with sexual development and orientation"	TRUE	"group_heading"
"05"	"F66.0"	"Sexual maturation disorder"	TRUE	"psych_primary"
"05"	"F66.1"	"Egodystonic sexual orientation"	TRUE	"psych_primary"
"05"	"F66.2"	"Sexual relationship disorder"	TRUE	"psych_primary"
"05"	"F66.8"	"Other psychosexual development disorders"	TRUE	"psych_primary"
"05"	"F66.9"	"Psychosexual development disorder, unspecified"	TRUE	"psych_primary"
"05"	"F68.-"	"Other disorders of adult personality and behaviour"	TRUE	"group_heading"
"05"	"F68.0"	"Elaboration of physical symptoms for psychological reasons"	TRUE	"psych_primary"
"05"	"F68.1"	"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]"	TRUE	"psych_primary"
"05"	"F68.8"	"Other specified disorders of adult personality and behaviour"	TRUE	"psych_primary"
"05"	"F69"	"Unspecified disorder of adult personality and behaviour"	TRUE	"psych_primary"
"05"	"F70.-"	"Mild mental retardation"	TRUE	"group_heading"
"05"	"F70.0"	"Mild mental retardation: With the statement of no, or minimal, impairment of behaviour"	TRUE	"psych_primary"
"05"	"F70.1"	"Mild mental retardation: Significant impairment of behaviour requiring attention or treatment"	TRUE	"psych_primary"
"05"	"F70.8"	"Mild mental retardation: Other impairments of behaviour"	TRUE	"psych_primary"
"05"	"F70.9"	"Mild mental retardation: Without mention of impairment of behaviour"	TRUE	"psych_primary"
"05"	"F71.-"	"Moderate mental retardation"	TRUE	"group_heading"
"05"	"F71.0"	"Moderate mental retardation: With the statement of no, or minimal, impairment of behaviour"	TRUE	"psych_primary"
"05"	"F71.1"	"Moderate mental retardation: Significant impairment of behaviour requiring attention or treatment"	TRUE	"psych_primary"
"05"	"F71.8"	"Moderate mental retardation: Other impairments of behaviour"	TRUE	"psych_primary"
"05"	"F71.9"	"Moderate mental retardation: Without mention of impairment of behaviour"	TRUE	"psych_primary"
"05"	"F72.-"	"Severe mental retardation"	TRUE	"group_heading"
"05"	"F72.0"	"Severe mental retardation: With the statement of no, or minimal, impairment of behaviour"	TRUE	"psych_primary"
"05"	"F72.1"	"Severe mental retardation: Significant impairment of behaviour requiring attention or treatment"	TRUE	"psych_primary"
"05"	"F72.8"	"Severe mental retardation: Other impairments of behaviour"	TRUE	"psych_primary"
"05"	"F72.9"	"Severe mental retardation: Without mention of impairment of behaviour"	TRUE	"psych_primary"
"05"	"F73.-"	"Profound mental retardation"	TRUE	"group_heading"
"05"	"F73.0"	"Profound mental retardation: With the statement of no, or minimal, impairment of behaviour"	TRUE	"psych_primary"
"05"	"F73.1"	"Profound mental retardation: Significant impairment of behaviour requiring attention or treatment"	TRUE	"psych_primary"
"05"	"F73.8"	"Profound mental retardation: Other impairments of behaviour"	TRUE	"psych_primary"
"05"	"F73.9"	"Profound mental retardation: Without mention of impairment of behaviour"	TRUE	"psych_primary"
"05"	"F78.-"	"Other mental retardation"	TRUE	"group_heading"
"05"	"F78.0"	"Other mental retardation: With the statement of no, or minimal, impairment of behaviour"	TRUE	"psych_primary"
"05"	"F78.1"	"Other mental retardation: Significant impairment of behaviour requiring attention or treatment"	TRUE	"psych_primary"
"05"	"F78.8"	"Other mental retardation: Other impairments of behaviour"	TRUE	"psych_primary"
"05"	"F78.9"	"Other mental retardation: Without mention of impairment of behaviour"	TRUE	"psych_primary"
"05"	"F79.-"	"Unspecified mental retardation"	TRUE	"group_heading"
"05"	"F79.0"	"Unspecified mental retardation: With the statement of no, or minimal, impairment of behaviour"	TRUE	"psych_primary"
"05"	"F79.1"	"Unspecified mental retardation: Significant impairment of behaviour requiring attention or treatment"	TRUE	"psych_primary"
"05"	"F79.8"	"Unspecified mental retardation: Other impairments of behaviour"	TRUE	"psych_primary"
"05"	"F79.9"	"Unspecified mental retardation: Without mention of impairment of behaviour"	TRUE	"psych_primary"
"05"	"F80.-"	"Specific developmental disorders of speech and language"	TRUE	"group_heading"
"05"	"F80.0"	"Specific speech articulation disorder"	TRUE	"psych_primary"
"05"	"F80.1"	"Expressive language disorder"	TRUE	"psych_primary"
"05"	"F80.2"	"Receptive language disorder"	TRUE	"psych_primary"
"05"	"F80.3"	"Acquired aphasia with epilepsy [Landau-Kleffner]"	TRUE	"psych_primary"
"05"	"F80.8"	"Other developmental disorders of speech and language"	TRUE	"psych_primary"
"05"	"F80.9"	"Developmental disorder of speech and language, unspecified"	TRUE	"psych_primary"
"05"	"F81.-"	"Specific developmental disorders of scholastic skills"	TRUE	"group_heading"
"05"	"F81.0"	"Specific reading disorder"	TRUE	"psych_primary"
"05"	"F81.1"	"Specific spelling disorder"	TRUE	"psych_primary"
"05"	"F81.2"	"Specific disorder of arithmetical skills"	TRUE	"psych_primary"
"05"	"F81.3"	"Mixed disorder of scholastic skills"	TRUE	"psych_primary"
"05"	"F81.8"	"Other developmental disorders of scholastic skills"	TRUE	"psych_primary"
"05"	"F81.9"	"Developmental disorder of scholastic skills, unspecified"	TRUE	"psych_primary"
"05"	"F82"	"Specific developmental disorder of motor function"	TRUE	"psych_primary"
"05"	"F83"	"Mixed specific developmental disorders"	TRUE	"psych_primary"
"05"	"F84.-"	"Pervasive developmental disorders"	TRUE	"group_heading"
"05"	"F84.0"	"Childhood autism"	TRUE	"psych_primary"
"05"	"F84.1"	"Atypical autism"	TRUE	"psych_primary"
"05"	"F84.2"	"Rett syndrome"	TRUE	"psych_primary"
"05"	"F84.3"	"Other childhood disintegrative disorder"	TRUE	"psych_primary"
"05"	"F84.4"	"Overactive disorder associated with mental retardation and stereotyped movements"	TRUE	"psych_primary"
"05"	"F84.5"	"Asperger syndrome"	TRUE	"psych_primary"
"05"	"F84.8"	"Other pervasive developmental disorders"	TRUE	"psych_primary"
"05"	"F84.9"	"Pervasive developmental disorder, unspecified"	TRUE	"psych_primary"
"05"	"F88"	"Other disorders of psychological development"	TRUE	"psych_primary"
"05"	"F89"	"Unspecified disorder of psychological development"	TRUE	"psych_primary"
"05"	"F90.-"	"Hyperkinetic disorders"	TRUE	"group_heading"
"05"	"F90.0"	"Disturbance of activity and attention"	TRUE	"psych_primary"
"05"	"F90.1"	"Hyperkinetic conduct disorder"	TRUE	"psych_primary"
"05"	"F90.8"	"Other hyperkinetic disorders"	TRUE	"psych_primary"
"05"	"F90.9"	"Hyperkinetic disorder, unspecified"	TRUE	"psych_primary"
"05"	"F91.-"	"Conduct disorders"	TRUE	"group_heading"
"05"	"F91.0"	"Conduct disorder confined to the family context"	TRUE	"psych_primary"
"05"	"F91.1"	"Unsocialized conduct disorder"	TRUE	"psych_primary"
"05"	"F91.2"	"Socialized conduct disorder"	TRUE	"psych_primary"
"05"	"F91.3"	"Oppositional defiant disorder"	TRUE	"psych_primary"
"05"	"F91.8"	"Other conduct disorders"	TRUE	"psych_primary"
"05"	"F91.9"	"Conduct disorder, unspecified"	TRUE	"psych_primary"
"05"	"F92.-"	"Mixed disorders of conduct and emotions"	TRUE	"group_heading"
"05"	"F92.0"	"Depressive conduct disorder"	TRUE	"psych_primary"
"05"	"F92.8"	"Other mixed disorders of conduct and emotions"	TRUE	"psych_primary"
"05"	"F92.9"	"Mixed disorder of conduct and emotions, unspecified"	TRUE	"psych_primary"
"05"	"F93.-"	"Emotional disorders with onset specific to childhood"	TRUE	"group_heading"
"05"	"F93.0"	"Separation anxiety disorder of childhood"	TRUE	"psych_primary"
"05"	"F93.1"	"Phobic anxiety disorder of childhood"	TRUE	"psych_primary"
"05"	"F93.2"	"Social anxiety disorder of childhood"	TRUE	"psych_primary"
"05"	"F93.3"	"Sibling rivalry disorder"	TRUE	"psych_primary"
"05"	"F93.8"	"Other childhood emotional disorders"	TRUE	"psych_primary"
"05"	"F93.9"	"Childhood emotional disorder, unspecified"	TRUE	"psych_primary"
"05"	"F94.-"	"Disorders of social functioning with onset specific to childhood and adolescence"	TRUE	"group_heading"
"05"	"F94.0"	"Elective mutism"	TRUE	"psych_primary"
"05"	"F94.1"	"Reactive attachment disorder of childhood"	TRUE	"psych_primary"
"05"	"F94.2"	"Disinhibited attachment disorder of childhood"	TRUE	"psych_primary"
"05"	"F94.8"	"Other childhood disorders of social functioning"	TRUE	"psych_primary"
"05"	"F94.9"	"Childhood disorder of social functioning, unspecified"	TRUE	"psych_primary"
"05"	"F95.-"	"Tic disorders"	TRUE	"group_heading"
"05"	"F95.0"	"Transient tic disorder"	TRUE	"psych_primary"
"05"	"F95.1"	"Chronic motor or vocal tic disorder"	TRUE	"psych_primary"
"05"	"F95.2"	"Combined vocal and multiple motor tic disorder [de la Tourette]"	TRUE	"psych_primary"
"05"	"F95.8"	"Other tic disorders"	TRUE	"psych_primary"
"05"	"F95.9"	"Tic disorder, unspecified"	TRUE	"psych_primary"
"05"	"F98.-"	"Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	TRUE	"group_heading"
"05"	"F98.0"	"Nonorganic enuresis"	TRUE	"psych_primary"
"05"	"F98.1"	"Nonorganic encopresis"	TRUE	"psych_primary"
"05"	"F98.2"	"Feeding disorder of infancy and childhood"	TRUE	"psych_primary"
"05"	"F98.3"	"Pica of infancy and childhood"	TRUE	"psych_primary"
"05"	"F98.4"	"Stereotyped movement disorders"	TRUE	"psych_primary"
"05"	"F98.5"	"Stuttering [stammering]"	TRUE	"psych_primary"
"05"	"F98.6"	"Cluttering"	TRUE	"psych_primary"
"05"	"F98.8"	"Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	TRUE	"psych_primary"
"05"	"F98.9"	"Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	TRUE	"psych_primary"
"05"	"F99"	"Mental disorder, not otherwise specified"	TRUE	"psych_primary"
"18"	"R41.-"	"Other symptoms and signs involving cognitive functions and awareness"	TRUE	"group_heading"
"18"	"R41.0"	"Disorientation, unspecified"	TRUE	"mh_symptom"
"18"	"R41.1"	"Anterograde amnesia"	TRUE	"mh_symptom"
"18"	"R41.2"	"Retrograde amnesia"	TRUE	"mh_symptom"
"18"	"R41.3"	"Other amnesia"	TRUE	"mh_symptom"
"18"	"R41.8"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	TRUE	"mh_symptom"
"18"	"R44.-"	"Other symptoms and signs involving general sensations and perceptions"	TRUE	"group_heading"
"18"	"R44.0"	"Auditory hallucinations"	TRUE	"mh_symptom"
"18"	"R44.1"	"Visual hallucinations"	TRUE	"mh_symptom"
"18"	"R44.2"	"Other hallucinations"	TRUE	"mh_symptom"
"18"	"R44.3"	"Hallucinations, unspecified"	TRUE	"mh_symptom"
"18"	"R44.8"	"Other and unspecified symptoms and signs involving general sensations and perceptions"	TRUE	"mh_symptom"
"18"	"R45.-"	"Symptoms and signs involving emotional state"	TRUE	"group_heading"
"18"	"R45.0"	"Nervousness"	TRUE	"mh_symptom"
"18"	"R45.1"	"Restlessness and agitation"	TRUE	"mh_symptom"
"18"	"R45.2"	"Unhappiness"	TRUE	"mh_symptom"
"18"	"R45.3"	"Demoralization and apathy"	TRUE	"mh_symptom"
"18"	"R45.4"	"Irritability and anger"	TRUE	"mh_symptom"
"18"	"R45.5"	"Hostility"	TRUE	"mh_symptom"
"18"	"R45.6"	"Physical violence"	TRUE	"mh_symptom"
"18"	"R45.7"	"State of emotional shock and stress, unspecified"	TRUE	"mh_symptom"
"18"	"R45.8"	"Other symptoms and signs involving emotional state"	TRUE	"mh_symptom"
"18"	"R46.-"	"Symptoms and signs involving appearance and behaviour"	TRUE	"group_heading"
"18"	"R46.0"	"Very low level of personal hygiene"	TRUE	"mh_symptom"
"18"	"R46.1"	"Bizarre personal appearance"	TRUE	"mh_symptom"
"18"	"R46.2"	"Strange and inexplicable behaviour"	TRUE	"mh_symptom"
"18"	"R46.3"	"Overactivity"	TRUE	"mh_symptom"
"18"	"R46.4"	"Slowness and poor responsiveness"	TRUE	"mh_symptom"
"18"	"R46.5"	"Suspiciousness and marked evasiveness"	TRUE	"mh_symptom"
"18"	"R46.6"	"Undue concern and preoccupation with stressful events"	TRUE	"mh_symptom"
"18"	"R46.7"	"Verbosity and circumstantial detail obscuring reason for contact"	TRUE	"mh_symptom"
"18"	"R46.8"	"Other symptoms and signs involving appearance and behaviour"	TRUE	"mh_symptom"
"21"	"Z00.4"	"General psychiatric examination, not elsewhere classified"	TRUE	"mh_symptom"
"21"	"Z03.2"	"Observation for suspected mental and behavioural disorders"	TRUE	"mh_symptom"
"21"	"Z13.3"	"Special screening examination for mental and behavioural disorders"	TRUE	"mh_symptom"
"21"	"Z73.-"	"Problems related to life-management difficulty"	TRUE	"group_heading"
"21"	"Z73.0"	"Burn-out"	TRUE	"mh_symptom"
"21"	"Z73.1"	"Accentuation of personality traits"	TRUE	"mh_symptom"
"21"	"Z73.2"	"Lack of relaxation and leisure"	TRUE	"mh_symptom"
"21"	"Z73.3"	"Stress, not elsewhere classified"	TRUE	"mh_symptom"
"21"	"Z73.4"	"Inadequate social skills, not elsewhere classified"	TRUE	"mh_symptom"
"21"	"Z73.5"	"Social role conflict, not elsewhere classified"	TRUE	"mh_symptom"
"21"	"Z73.6"	"Limitation of activities due to disability"	TRUE	"mh_symptom"
"21"	"Z73.8"	"Other problems related to life-management difficulty"	TRUE	"mh_symptom"
"21"	"Z73.9"	"Problem related to life-management difficulty, unspecified"	TRUE	"mh_symptom"
"20"	"X60"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	FALSE	"self_harm"
"20"	"X61"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	FALSE	"self_harm"
"20"	"X62"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	FALSE	"self_harm"
"20"	"X63"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	FALSE	"self_harm"
"20"	"X64"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	FALSE	"self_harm"
"20"	"X65"	"Intentional self-poisoning by and exposure to alcohol"	FALSE	"self_harm"
"20"	"X66"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	FALSE	"self_harm"
"20"	"X67.-"	"Intentional self-poisoning by and exposure to carbon monoxide and other gases and vapours"	FALSE	"group_heading"
"20"	"X67.0"	"Intentional self-poisoning by and exposure to carbon monoxide from combustion engine exhaust"	FALSE	"self_harm"
"20"	"X67.1"	"Intentional self-poisoning by and exposure to carbon monoxide from utility gas"	FALSE	"self_harm"
"20"	"X67.2"	"Intentional self-poisoning by and exposure to carbon monoxide from other domestic fuels"	FALSE	"self_harm"
"20"	"X67.3"	"Intentional self-poisoning by and exposure to carbon monoxide from other sources"	FALSE	"self_harm"
"20"	"X67.4"	"Intentional self-poisoning by and exposure to carbon monoxide from unspecified sources"	FALSE	"self_harm"
"20"	"X67.8"	"Intentional self-poisoning by and exposure to other specified gases and vapours"	FALSE	"self_harm"
"20"	"X67.9"	"Intentional self-poisoning by and exposure to unspecified gases and vapours"	FALSE	"self_harm"
"20"	"X68"	"Intentional self-poisoning by and exposure to pesticides"	FALSE	"self_harm"
"20"	"X69"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	FALSE	"self_harm"
"20"	"X70"	"Intentional self-harm by hanging, strangulation and suffocation"	FALSE	"self_harm"
"20"	"X71"	"Intentional self-harm by drowning and submersion"	FALSE	"self_harm"
"20"	"X72"	"Intentional self-harm by handgun discharge"	FALSE	"self_harm"
"20"	"X73"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	FALSE	"self_harm"
"20"	"X74"	"Intentional self-harm by other and unspecified firearm discharge"	FALSE	"self_harm"
"20"	"X75"	"Intentional self-harm by explosive material"	FALSE	"self_harm"
"20"	"X76"	"Intentional self-harm by smoke, fire and flames"	FALSE	"self_harm"
"20"	"X77"	"Intentional self-harm by steam, hot vapours and hot objects"	FALSE	"self_harm"
"20"	"X78"	"Intentional self-harm by sharp object"	FALSE	"self_harm"
"20"	"X79"	"Intentional self-harm by blunt object"	FALSE	"self_harm"
"20"	"X81"	"Intentional self-harm by jumping or lying before moving object"	FALSE	"self_harm"
"20"	"X82"	"Intentional self-harm by crashing of motor vehicle"	FALSE	"self_harm"
"20"	"X83"	"Intentional self-harm by other specified means"	FALSE	"self_harm"
"20"	"X84"	"Intentional self-harm by unspecified means"	FALSE	"self_harm"
"20"	"Y87.0"	"Sequelae of intentional self-harm"	FALSE	"self_harm"
