"MedCodeId"	"CleansedReadCode"	"Term"	"cat"
"84931000006113"	"C109211"	"type ii diabetes mellitus with neurological complications"	"Type 2"
"84561000006110"	"C109212"	"type 2 diabetes mellitus with neurological complications"	"Type 2"
"280581000006118"	"C109300"	"non-insulin-dependent diabetes mellitus with multiple comps"	"Type 2"
"84541000006111"	"C109312"	"type 2 diabetes mellitus with multiple complications"	"Type 2"
"280551000006114"	"C109400"	"non-insulin dependent diabetes mellitus with ulcer"	"Type 2"
"85001000006117"	"C109411"	"type ii diabetes mellitus with ulcer"	"Type 2"
"84631000006119"	"C109412"	"type 2 diabetes mellitus with ulcer"	"Type 2"
"281211000006117"	"C109500"	"non-insulin dependent diabetes mellitus with gangrene"	"Type 2"
"84881000006119"	"C109511"	"type ii diabetes mellitus with gangrene"	"Type 2"
"84511000006112"	"C109512"	"type 2 diabetes mellitus with gangrene"	"Type 2"
"641581000006115"	"C109600"	"non-insulin-dependent diabetes mellitus with retinopathy"	"Type 2"
"84991000006112"	"C109611"	"type ii diabetes mellitus with retinopathy"	"Type 2"
"84621000006117"	"C109612"	"type 2 diabetes mellitus with retinopathy"	"Type 2"
"281171000006119"	"C109700"	"non-insulin dependent diabetes mellitus - poor control"	"Type 2"
"84851000006110"	"C109711"	"type ii diabetes mellitus - poor control"	"Type 2"
"84481000006116"	"C109712"	"type 2 diabetes mellitus - poor control"	"Type 2"
"457328010"	"C109900"	"non-insulin-dependent diabetes mellitus without complication"	"Type 2"
"85011000006119"	"C109911"	"type ii diabetes mellitus without complication"	"Type 2"
"84641000006112"	"C109912"	"type 2 diabetes mellitus without complication"	"Type 2"
"280521000006117"	"C109A00"	"non-insulin dependent diabetes mellitus with mononeuropathy"	"Type 2"
"84901000006117"	"C109A11"	"type ii diabetes mellitus with mononeuropathy"	"Type 2"
"280541000006112"	"C109B00"	"non-insulin dependent diabetes mellitus with polyneuropathy"	"Type 2"
"84971000006111"	"C109B11"	"type ii diabetes mellitus with polyneuropathy"	"Type 2"
"280531000006119"	"C109C00"	"non-insulin dependent diabetes mellitus with nephropathy"	"Type 2"
"84921000006110"	"C109C11"	"type ii diabetes mellitus with nephropathy"	"Type 2"
"84551000006113"	"C109C12"	"type 2 diabetes mellitus with nephropathy"	"Type 2"
"280511000006113"	"C109D00"	"non-insulin dependent diabetes mellitus with hypoglyca coma"	"Type 2"
"84891000006116"	"C109D11"	"type ii diabetes mellitus with hypoglycaemic coma"	"Type 2"
"84521000006116"	"C109D12"	"type 2 diabetes mellitus with hypoglycaemic coma"	"Type 2"
"281161000006114"	"C109E00"	"non-insulin depend diabetes mellitus with diabetic cataract"	"Type 2"
"84871000006117"	"C109E11"	"type ii diabetes mellitus with diabetic cataract"	"Type 2"
"84501000006114"	"C109E12"	"type 2 diabetes mellitus with diabetic cataract"	"Type 2"
"280561000006111"	"C109F00"	"non-insulin-dependent d m with peripheral angiopath"	"Type 2"
"84961000006116"	"C109F11"	"type ii diabetes mellitus with peripheral angiopathy"	"Type 2"
"84591000006119"	"C109F12"	"type 2 diabetes mellitus with peripheral angiopathy"	"Type 2"
"459309011"	"C109G00"	"non-insulin dependent diabetes mellitus with arthropathy"	"Type 2"
"84861000006112"	"C109G11"	"type ii diabetes mellitus with arthropathy"	"Type 2"
"84491000006118"	"C109G12"	"type 2 diabetes mellitus with arthropathy"	"Type 2"
"281181000006116"	"C109H00"	"non-insulin dependent d m with neuropathic arthropathy"	"Type 2"
"84941000006115"	"C109H11"	"type ii diabetes mellitus with neuropathic arthropathy"	"Type 2"
"84571000006115"	"C109H12"	"type 2 diabetes mellitus with neuropathic arthropathy"	"Type 2"
"840951000006119"	"C109J00"	"insulin treated type 2 diabetes mellitus"	"Type 2"
"1223148019"	"C109J11"	"insulin treated non-insulin dependent diabetes mellitus"	"Type 2"
"841351000006110"	"C109J12"	"insulin treated type ii diabetes mellitus"	"Type 2"
"850691000006118"	"C109K00"	"hyperosmolar non-ketotic state in type 2 diabetes mellitus"	"Type 2"
"719531000006118"	"C10A.00"	"malnutrition-related diabetes mellitus"	"Other"
"719541000006111"	"C10A000"	"malnutrition-related diabetes mellitus with coma"	"Other"
"292606016"	"C10A100"	"malnutrition-related diabetes mellitus with ketoacidosis"	"Other"
"719601000006110"	"C10A500"	"malnutritn-relat diabetes melitus wth periph circul complctn"	"Other"
"616241000006112"	"C10B.00"	"diabetes mellitus induced by steroids"	"Other"
"127051000006112"	"C10B000"	"steroid induced diabetes mellitus without complication"	"Other"
"483882011"	"C10C.00"	"diabetes mellitus autosomal dominant"	"Other"
"483886014"	"C10C.11"	"maturity onset diabetes in youth"	"Other"
"2476117016"	"C10C.12"	"maturity onset diabetes in youth type 1"	"Other"
"840971000006112"	"C10D.00"	"diabetes mellitus autosomal dominant type 2"	"Other"
"356085010"	"C10D.11"	"maturity onset diabetes in youth type 2"	"Other"
"197984010"	"C10E.00"	"type 1 diabetes mellitus"	"Type 1"
"494564012"	"C10E.11"	"type i diabetes mellitus"	"Type 1"
"77727018"	"C10E.12"	"insulin dependent diabetes mellitus"	"Type 1"
"913451000006117"	"C10E000"	"type 1 diabetes mellitus with renal complications"	"Type 1"
"913441000006119"	"C10E012"	"insulin-dependent diabetes mellitus with renal complications"	"Type 1"
"913481000006113"	"C10E100"	"type 1 diabetes mellitus with ophthalmic complications"	"Type 1"
"913491000006111"	"C10E111"	"type i diabetes mellitus with ophthalmic complications"	"Type 1"
"913471000006110"	"C10E112"	"insulin-dependent diabetes mellitus with ophthalmic comps"	"Type 1"
"913511000006117"	"C10E200"	"type 1 diabetes mellitus with neurological complications"	"Type 1"
"913501000006115"	"C10E212"	"insulin-dependent diabetes mellitus with neurological comps"	"Type 1"
"913541000006118"	"C10E300"	"type 1 diabetes mellitus with multiple complications"	"Type 1"
"913551000006116"	"C10E311"	"type i diabetes mellitus with multiple complications"	"Type 1"
"913531000006111"	"C10E312"	"insulin dependent diabetes mellitus with multiple complicat"	"Type 1"
"429971019"	"C10E400"	"unstable type 1 diabetes mellitus"	"Type 1"
"429970018"	"C10E411"	"unstable type i diabetes mellitus"	"Type 1"
"429972014"	"C10E412"	"unstable insulin dependent diabetes mellitus"	"Type 1"
"292540012"	"C10E500"	"type 1 diabetes mellitus with ulcer"	"Type 1"
"292538019"	"C10E511"	"type i diabetes mellitus with ulcer"	"Type 1"
"913591000006110"	"C10E512"	"insulin dependent diabetes mellitus with ulcer"	"Type 1"
"292541011"	"C10E600"	"type 1 diabetes mellitus with gangrene"	"Type 1"
"292543014"	"C10E611"	"type i diabetes mellitus with gangrene"	"Type 1"
"913621000006112"	"C10E612"	"insulin dependent diabetes mellitus with gangrene"	"Type 1"
"913661000006118"	"C10E700"	"type 1 diabetes mellitus with retinopathy"	"Type 1"
"913671000006113"	"C10E711"	"type i diabetes mellitus with retinopathy"	"Type 1"
"913651000006115"	"C10E712"	"insulin dependent diabetes mellitus with retinopathy"	"Type 1"
"292548017"	"C10E800"	"type 1 diabetes mellitus - poor control"	"Type 1"
"292550013"	"C10E811"	"type i diabetes mellitus - poor control"	"Type 1"
"913681000006111"	"C10E812"	"insulin dependent diabetes mellitus - poor control"	"Type 1"
"292553010"	"C10E900"	"type 1 diabetes mellitus maturity onset"	"Other"
"292551012"	"C10E911"	"type i diabetes mellitus maturity onset"	"Other"
"913711000006112"	"C10E912"	"insulin dependent diabetes maturity onset"	"Other"
"457326014"	"C10EA00"	"type 1 diabetes mellitus without complication"	"Type 1"
"457325013"	"C10EA11"	"type i diabetes mellitus without complication"	"Type 1"
"457327017"	"C10EA12"	"insulin-dependent diabetes without complication"	"Type 1"
"913781000006117"	"C10EB00"	"type 1 diabetes mellitus with mononeuropathy"	"Type 1"
"913811000006115"	"C10EC00"	"type 1 diabetes mellitus with polyneuropathy"	"Type 1"
"913821000006111"	"C10EC11"	"type i diabetes mellitus with polyneuropathy"	"Type 1"
"913801000006118"	"C10EC12"	"insulin dependent diabetes mellitus with polyneuropathy"	"Type 1"
"913841000006116"	"C10ED00"	"type 1 diabetes mellitus with nephropathy"	"Type 1"
"913831000006114"	"C10ED12"	"insulin dependent diabetes mellitus with nephropathy"	"Type 1"
"459161015"	"C10EE00"	"type 1 diabetes mellitus with hypoglycaemic coma"	"Type 1"
"459162010"	"C10EE12"	"insulin dependent diabetes mellitus with hypoglycaemic coma"	"Type 1"
"913901000006112"	"C10EF00"	"type 1 diabetes mellitus with diabetic cataract"	"Type 1"
"913891000006113"	"C10EF12"	"insulin dependent diabetes mellitus with diabetic cataract"	"Type 1"
"913931000006116"	"C10EG00"	"type 1 diabetes mellitus with peripheral angiopathy"	"Type 1"
"459292011"	"C10EH00"	"type 1 diabetes mellitus with arthropathy"	"Type 1"
"459296014"	"C10EJ00"	"type 1 diabetes mellitus with neuropathic arthropathy"	"Type 1"
"928461000006119"	"C10EK00"	"type 1 diabetes mellitus with persistent proteinuria"	"Type 1"
"1780311019"	"C10EL00"	"type 1 diabetes mellitus with persistent microalbuminuria"	"Type 1"
"928491000006110"	"C10EL11"	"type i diabetes mellitus with persistent microalbuminuria"	"Type 1"
"928501000006119"	"C10EM00"	"type 1 diabetes mellitus with ketoacidosis"	"Type 1"
"928511000006116"	"C10EM11"	"type i diabetes mellitus with ketoacidosis"	"Type 1"
"928521000006112"	"C10EN00"	"type 1 diabetes mellitus with ketoacidotic coma"	"Type 1"
"928531000006110"	"C10EN11"	"type i diabetes mellitus with ketoacidotic coma"	"Type 1"
"938301000006114"	"C10EP00"	"type 1 diabetes mellitus with exudative maculopathy"	"Type 1"
"938311000006112"	"C10EP11"	"type i diabetes mellitus with exudative maculopathy"	"Type 1"
"299601000000114"	"C10EQ00"	"type 1 diabetes mellitus with gastroparesis"	"Type 1"
"1667941000000112"	"C10EQ11"	"type i diabetes mellitus with gastroparesis"	"Type 1"
"2674067015"	"C10ER00"	"latent autoimmune diabetes mellitus in adult"	"Type 2"
"197761014"	"C10F.00"	"type 2 diabetes mellitus"	"Type 2"
"493774016"	"C10F.11"	"type ii diabetes mellitus"	"Type 2"
"914031000006118"	"C10F000"	"type 2 diabetes mellitus with renal complications"	"Type 2"
"914041000006111"	"C10F011"	"type ii diabetes mellitus with renal complications"	"Type 2"
"914051000006113"	"C10F100"	"type 2 diabetes mellitus with ophthalmic complications"	"Type 2"
"914061000006110"	"C10F111"	"type ii diabetes mellitus with ophthalmic complications"	"Type 2"
"914071000006115"	"C10F200"	"type 2 diabetes mellitus with neurological complications"	"Type 2"
"914081000006117"	"C10F211"	"type ii diabetes mellitus with neurological complications"	"Type 2"
"292577016"	"C10F300"	"type 2 diabetes mellitus with multiple complications"	"Type 2"
"292576013"	"C10F311"	"type ii diabetes mellitus with multiple complications"	"Type 2"
"292579018"	"C10F400"	"type 2 diabetes mellitus with ulcer"	"Type 2"
"292581016"	"C10F411"	"type ii diabetes mellitus with ulcer"	"Type 2"
"292583018"	"C10F500"	"type 2 diabetes mellitus with gangrene"	"Type 2"
"292582011"	"C10F511"	"type ii diabetes mellitus with gangrene"	"Type 2"
"914151000006112"	"C10F600"	"type 2 diabetes mellitus with retinopathy"	"Type 2"
"914161000006114"	"C10F611"	"type ii diabetes mellitus with retinopathy"	"Type 2"
"292590011"	"C10F700"	"type 2 diabetes mellitus - poor control"	"Type 2"
"292589019"	"C10F711"	"type ii diabetes mellitus - poor control"	"Type 2"
"457329019"	"C10F900"	"type 2 diabetes mellitus without complication"	"Type 2"
"457330012"	"C10F911"	"type ii diabetes mellitus without complication"	"Type 2"
"914221000006113"	"C10FA00"	"type 2 diabetes mellitus with mononeuropathy"	"Type 2"
"914231000006111"	"C10FA11"	"type ii diabetes mellitus with mononeuropathy"	"Type 2"
"914241000006118"	"C10FB00"	"type 2 diabetes mellitus with polyneuropathy"	"Type 2"
"914251000006116"	"C10FB11"	"type ii diabetes mellitus with polyneuropathy"	"Type 2"
"914261000006119"	"C10FC00"	"type 2 diabetes mellitus with nephropathy"	"Type 2"
"914271000006114"	"C10FC11"	"type ii diabetes mellitus with nephropathy"	"Type 2"
"459167016"	"C10FD00"	"type 2 diabetes mellitus with hypoglycaemic coma"	"Type 2"
"459169018"	"C10FD11"	"type ii diabetes mellitus with hypoglycaemic coma"	"Type 2"
"914301000006111"	"C10FE00"	"type 2 diabetes mellitus with diabetic cataract"	"Type 2"
"914311000006114"	"C10FE11"	"type ii diabetes mellitus with diabetic cataract"	"Type 2"
"459308015"	"C10FF00"	"type 2 diabetes mellitus with peripheral angiopathy"	"Type 2"
"459306016"	"C10FF11"	"type ii diabetes mellitus with peripheral angiopathy"	"Type 2"
"459310018"	"C10FG00"	"type 2 diabetes mellitus with arthropathy"	"Type 2"
"459311019"	"C10FG11"	"type ii diabetes mellitus with arthropathy"	"Type 2"
"459313016"	"C10FH00"	"type 2 diabetes mellitus with neuropathic arthropathy"	"Type 2"
"459312014"	"C10FH11"	"type ii diabetes mellitus with neuropathic arthropathy"	"Type 2"
"914391000006116"	"C10FJ00"	"insulin treated type 2 diabetes mellitus"	"Type 2"
"1223147012"	"C10FJ11"	"insulin treated type ii diabetes mellitus"	"Type 2"
"1488898011"	"C10FK00"	"hyperosmolar non-ketotic state in type 2 diabetes mellitus"	"Type 2"
"1667891000000113"	"C10FK11"	"hyperosmolar non-ketotic state in type ii diabetes mellitus"	"Type 2"
"928541000006117"	"C10FL00"	"type 2 diabetes mellitus with persistent proteinuria"	"Type 2"
"928551000006115"	"C10FL11"	"type ii diabetes mellitus with persistent proteinuria"	"Type 2"
"928561000006118"	"C10FM00"	"type 2 diabetes mellitus with persistent microalbuminuria"	"Type 2"
"928571000006113"	"C10FM11"	"type ii diabetes mellitus with persistent microalbuminuria"	"Type 2"
"928581000006111"	"C10FN00"	"type 2 diabetes mellitus with ketoacidosis"	"Type 2"
"928591000006114"	"C10FN11"	"type ii diabetes mellitus with ketoacidosis"	"Type 2"
"928601000006118"	"C10FP00"	"type 2 diabetes mellitus with ketoacidotic coma"	"Type 2"
"928611000006115"	"C10FP11"	"type ii diabetes mellitus with ketoacidotic coma"	"Type 2"
"938321000006116"	"C10FQ00"	"type 2 diabetes mellitus with exudative maculopathy"	"Type 2"
"299621000000117"	"C10FR00"	"type 2 diabetes mellitus with gastroparesis"	"Type 2"
"622221000000118"	"C10FS00"	"maternally inherited diabetes mellitus"	"Other"
"1230929011"	"C10G.00"	"secondary pancreatic diabetes mellitus"	"Other"
"198461000000116"	"C10G000"	"secondary pancreatic diabetes mellitus without complication"	"Other"
"2160090014"	"C10H.00"	"diabetes mellitus induced by non-steroid drugs"	"Other"
"967631000006115"	"C10H000"	"dm induced by non-steroid drugs without complication"	"Other"
"967701000006116"	"C10M.00"	"lipoatrophic diabetes mellitus"	"Other"
"15518018"	"C10N.00"	"secondary diabetes mellitus"	"Other"
"189721000000113"	"C10N000"	"secondary diabetes mellitus without complication"	"Other"
"2287971000000119"	"C10P.00"	"diabetes mellitus in remission"	"Type 2"
"2288011000000114"	"C10P000"	"type i diabetes mellitus in remission"	"Type 2"
"2288041000000110"	"C10P011"	"type 1 diabetes mellitus in remission"	"Type 2"
"2288061000000111"	"C10P100"	"type ii diabetes mellitus in remission"	"Type 2"
"292617015"	"C10y.00"	"diabetes mellitus with other specified manifestation"	"Unknown"
"616571000006118"	"C10y100"	"diabetes mellitus, adult, + other specified manifestation"	"Type 2"
"13781000006113"	"C10yy00"	"other specified diabetes mellitus with other spec comps"	"Other"
"292621010"	"C10yz00"	"diabetes mellitus nos with other specified manifestation"	"Unknown"
"292622015"	"C10z.00"	"diabetes mellitus with unspecified complication"	"Unknown"
"616611000006111"	"C10z000"	"diabetes mellitus, juvenile type, + unspecified complication"	"Type 1"
"616501000006112"	"C10z100"	"diabetes mellitus, adult onset, + unspecified complication"	"Type 2"
"13811000006110"	"C10zy00"	"other specified diabetes mellitus with unspecified comps"	"Other"
"292626017"	"C10zz00"	"diabetes mellitus nos with unspecified complication"	"Unknown"
"127041000006110"	"C11y000"	"steroid induced diabetes"	"Other"
"354316011"	"C314.11"	"renal diabetes"	"Other"
"1786715019"	"C350011"	"bronzed diabetes"	"Other"
"377001000006117"	"Cyu2.00"	"[x]diabetes mellitus"	"Unknown"
"293756010"	"Cyu2000"	"[x]other specified diabetes mellitus"	"Other"
"1230890017"	"F171100"	"autonomic neuropathy due to diabetes"	"Unknown"
"297492014"	"F345000"	"diabetic mononeuritis multiplex"	"Unknown"
"297510017"	"F35z000"	"diabetic mononeuritis nos"	"Unknown"
"214921000006116"	"F372.00"	"polyneuropathy in diabetes"	"Unknown"
"82373015"	"F372.11"	"diabetic polyneuropathy"	"Unknown"
"345486016"	"F372.12"	"diabetic neuropathy"	"Unknown"
"297550019"	"F372000"	"acute painful diabetic neuropathy"	"Unknown"
"297551015"	"F372100"	"chronic painful diabetic neuropathy"	"Unknown"
"297552010"	"F372200"	"asymptomatic diabetic neuropathy"	"Unknown"
"297569012"	"F374z00"	"polyneuropathy in disease nos"	"Unknown"
"399419012"	"F381300"	"myasthenic syndrome due to diabetic amyotrophy"	"Unknown"
"65526011"	"F381311"	"diabetic amyotrophy"	"Unknown"
"345492010"	"F3y0.00"	"diabetic mononeuropathy"	"Unknown"
"9093013"	"F420.00"	"diabetic retinopathy"	"Unknown"
"1785332013"	"F420000"	"background diabetic retinopathy"	"Unknown"
"98476015"	"F420100"	"proliferative diabetic retinopathy"	"Unknown"
"297754014"	"F420200"	"preproliferative diabetic retinopathy"	"Unknown"
"297755010"	"F420300"	"advanced diabetic maculopathy"	"Unknown"
"347657010"	"F420400"	"diabetic maculopathy"	"Unknown"
"455408014"	"F420500"	"advanced diabetic retinal disease"	"Unknown"
"1484867016"	"F420600"	"non proliferative diabetic retinopathy"	"Unknown"
"1785163015"	"F420700"	"high risk proliferative diabetic retinopathy"	"Unknown"
"841011000006112"	"F420800"	"high risk non proliferative diabetic retinopathy"	"Unknown"
"297758012"	"F420z00"	"diabetic retinopathy nos"	"Unknown"
"297964010"	"F440700"	"diabetic iritis"	"Unknown"
"73294018"	"F464000"	"diabetic cataract"	"Unknown"
"302011"	"G73y000"	"diabetic peripheral angiopathy"	"Unknown"
"303846016"	"K01x100"	"nephrotic syndrome in diabetes mellitus"	"Unknown"
"354509014"	"K08yA00"	"proteinuric diabetic nephropathy"	"Unknown"
"354508018"	"K08yA11"	"clinical diabetic nephropathy"	"Unknown"
"2243331000000115"	"K27y700"	"erectile dysfunction due to diabetes mellitus"	"Unknown"
"305158015"	"Kyu0300"	"[x]glomerular disorders in diabetes mellitus"	"Unknown"
"616151000006118"	"L180000"	"diabetes mellitus - unspec whether in pregnancy/puerperium"	"Poss gestational"
"306112011"	"L180500"	"pre-existing diabetes mellitus, insulin-dependent"	"Type 1"
"306113018"	"L180600"	"pre-existing diabetes mellitus, non-insulin-dependent"	"Type 2"
"306114012"	"L180700"	"pre-existing malnutrition-related diabetes mellitus"	"Other"
"213141000006111"	"L180X00"	"pre-existing diabetes mellitus, unspecified"	"Unknown"
"308360012"	"M037200"	"cellulitis in diabetic foot"	"Unknown"
"309177010"	"M271000"	"ischaemic ulcer diabetic foot"	"Unknown"
"309180011"	"M271200"	"mixed diabetic ulcer - foot"	"Unknown"
"309737011"	"N030000"	"diabetic cheiroarthropathy"	"Unknown"
"309738018"	"N030011"	"diabetic cheiropathy"	"Unknown"
"616971000006114"	"N030100"	"diabetic charcot arthropathy"	"Unknown"
"82979011"	"Q441.00"	"neonatal diabetes mellitus"	"Other"
"317347010"	"R054200"	"[d]gangrene of toe in diabetic"	"Unknown"
"317348017"	"R054300"	"[d]widespread diabetic foot gangrene"	"Unknown"
"468191000006114"	"TJ23.00"	"adverse reaction to insulins and antidiabetic agents"	"Unknown"
"330806013"	"TJ23z00"	"adverse reaction to insulins and antidiabetic agents nos"	"Unknown"
"354661000006118"	"U602311"	"[x] adverse reaction to insulins and antidiabetic agents"	"Unknown"
"354671000006113"	"U60231E"	"[x] adverse reaction to insulins and antidiabetic agents nos"	"Unknown"
"1227774019"	"ZV65312"	"[v]dietary counselling in diabetes mellitus"	"Unknown"
"449540010"	"ZLD7500"	"discharge by diabetic liaison nurse"	"Unknown"
"1013661000006110"	""	"adverse reaction to drugs used in diabetes"	"Unknown"
"1539131000006115"	""	"referral for diabetic retinopathy screening"	"Unknown"
"1583841000006111"	""	"ineligibility for diabetic eye screening"	"Unknown"
"1583861000006110"	""	"ineligibility for diabetic eye screening: persistent dna"	"Unknown"
"1583871000006115"	""	"ineligibility for diabetic eye screening: no contact details"	"Unknown"
"1583881000006117"	""	"ineligibility for diab. eye screening: declined to participate"	"Unknown"
"1583891000006119"	""	"ineligib for diab. eye screen: no longer categorised as diabetic"	"Type 2"
"1583911000006117"	""	"ineligibility for diabetic eye screening: under ophthalmic care"	"Unknown"
"1583921000006113"	""	"ineligibility for diabetic eye screening: deceased"	"Unknown"
"1583931000006111"	""	"ineligibility for diabetic eye screening: moved away"	"Unknown"
"1621011000006115"	""	"no evidence of diabetic peripheral neuropathy"	"Unknown"
"1673581000006117"	""	"ineligibility for diabetic eye screening: physical disability"	"Unknown"
"1673601000006110"	""	"ineligibility for diabetic eye screening: terminal illness"	"Unknown"
"1682711000006119"	""	"declined referral to desmond diabet. structured educat programme"	"Type 2"
"1682801000006113"	""	"diabetic sick day rules advice"	"Unknown"
"1694761000006113"	""	"newly diagnosed diabetes"	"Unknown"
"1696331000006114"	""	"diabetic dermopathy"	"Unknown"
"1775381000006118"	""	"referred to diabetes service"	"Unknown"
"1776581000006117"	""	"reason for referral: diabetes"	"Unknown"
"1780981000006115"	""	"diabetic on non-insulin injectable"	"Unknown"
"178798017"	""	"diabetic ketoacidosis without coma"	"Unknown"
"1804191000006114"	""	"diabetic retinopathy screen done by optician"	"Unknown"
"1823921000006119"	""	"diabetes mellitus confirmed"	"Unknown"
"1824931000006119"	""	"home visit for diabetes monitoring"	"Unknown"
"1839671000006113"	""	"diabetic short review"	"Unknown"
"1841461000006118"	""	"diabetic foot screening invitation letter"	"Unknown"
"1842001000006118"	""	"diabetic annual review by practice nurse"	"Unknown"
"1850931000006111"	""	"reason for influenza vaccine - diabetes mellitus"	"Unknown"
"1856641000006113"	""	"diabetes monitoring in primary care"	"Unknown"
"1856651000006110"	""	"diabetes monitoring in secondary care"	"Unknown"
"1856661000006112"	""	"diabetes treatment type"	"Unknown"
"1873301000006114"	""	"care contact service: diabetes"	"Unknown"
"1876341000006117"	""	"diabetic 3 month review"	"Unknown"
"1891061000006117"	""	"participant in diabetes aerobic and resistance exercise study"	"Unknown"
"1918361000006116"	""	"diabetes care planning test results sent to patient"	"Unknown"
"1957911000006111"	""	"h/o: hypoglycaemic event in diabetes"	"Unknown"
"1957931000006117"	""	"no h/o hypoglycaemic event in diabetes"	"Unknown"
"1960621000006117"	""	"diabetic foot examination - no action required"	"Unknown"
"1987971000006114"	""	"x-pert first steps diabetes self-management programme complt"	"Type 2"
"1988741000006117"	""	"pre-existing type 2 diabetes mellitus in pregnancy"	"Type 2"
"2014951000006115"	""	"new diabetic foot ulcer"	"Unknown"
"2586611000000113"	""	"seen by diabetes specialist nurse"	"Unknown"
"2586691000000116"	""	"under care of hospital-based diabetes specialist nurse"	"Unknown"
"2586731000000110"	""	"under care of community-based diabetes specialist nurse"	"Unknown"
"2609971000000114"	""	"referred by diabetes uk roadshow clinician"	"Unknown"
"2967831017"	""	"pre-existing type 1 diabetes mellitus in pregnancy"	"Type 1"
"449540010"	""	"discharge by diabetic liaison nurse"	"Unknown"
"616891000006119"	""	"diabetic - moderate control"	"Unknown"
"617041000006117"	""	"diabetic foot risk assessment"	"Unknown"
"640011000006114"	""	"emergency diabetic admission since last appointment"	"Unknown"
"856531000006119"	""	"diabetic - gp eye check"	"Unknown"
"856551000006114"	""	"diabetic - hospital eye check"	"Unknown"
"856611000006114"	""	"laser treated diabetic retinopathy"	"Unknown"
"856631000006115"	""	"left laser treated diabetic retinopathy"	"Unknown"
"856651000006110"	""	"left advanced diabetic retinal disease"	"Unknown"
"856661000006112"	""	"left diabetic foot active ulceration"	"Unknown"
"856671000006117"	""	"left diabetic foot high risk"	"Unknown"
"856681000006119"	""	"left diabetic foot moderate risk"	"Unknown"
"856691000006116"	""	"left diabetic foot low current risk"	"Unknown"
"856771000006110"	""	"patient has been told has diabetes"	"Unknown"
"857031000006113"	""	"left non-proliferative diabetic retinopathy"	"Unknown"
"857411000006110"	""	"right proliferative diabetic retinopathy"	"Unknown"
"857421000006119"	""	"right laser treated diabetic retinopathy"	"Unknown"
"857431000006116"	""	"right diabetic maculopathy"	"Unknown"
"857441000006114"	""	"right advanced diabetic retinal disease"	"Unknown"
"857691000006119"	""	"right diabetic foot active ulceration"	"Unknown"
"857721000006112"	""	"right diabetic foot high risk"	"Unknown"
"857741000006117"	""	"right diabetic foot moderate risk"	"Unknown"
"857761000006118"	""	"right diabetic foot low current risk"	"Unknown"
"857971000006110"	""	"right non-proliferative diabetic retinopathy"	"Unknown"
"857981000006113"	""	"right preproliferative diabetic retinopathy"	"Unknown"
"905621000006113"	""	"[rfc] diabetes"	"Unknown"
"906711000006116"	""	"[rfc] diabetic foot/leg ulcer"	"Unknown"
"908831000006118"	""	"[rfc] diabetes mellitus"	"Unknown"
"910211000006114"	""	"[rfc] diabetic health promotion"	"Unknown"
"910491000006117"	""	"[rfc] diabetic leg ulcer"	"Unknown"
"910501000006113"	""	"[rfc] diabetic foot ulcer"	"Unknown"
"918281000006116"	""	"pt advised re diabetic diet"	"Unknown"
"987441000006113"	""	"six month diabetic review"	"Unknown"
"967701000006116"	"C10M.00"	"lipoatrophic diabetes mellitus"	"Other"
"494831000000119"	"C10N100"	"cystic fibrosis related diabetes mellitus"	"Other"
"292621010"	"C10yz00"	"diabetes mellitus nos with other specified manifestation"	"Unknown"
"293759015"	"Cyu2300"	"[x]unspecified diabetes mellitus with renal complications"	"Unknown"
"303847013"	"K01x111"	"kimmelstiel - wilson disease"	"Unknown"
"9986011"	""	"drug-induced diabetes mellitus"	"Other"
"10928019"	""	"diabetes mellitus associated with genetic syndrome"	"Other"
"20191016"	"L180900"	"gestational diabetes mellitus"	"Def gestational"
"96244016"	""	"protein-deficient diabetes mellitus"	"Other"
"125705011"	""	"diabetes mellitus due to insulin receptor antibodies"	"Type 1"
"178800012"	"C110.11"	"insulin coma"	"Unknown"
"251892015"	"14P3.00"	"h/o: insulin therapy"	"Unknown"
"264706016"	"66AH000"	"conversion to insulin"	"Unknown"
"278718015"	"7L10000"	"continuous subcutaneous infusion of insulin"	"Unknown"
"283620017"	"8H4F.00"	"referral to diabetologist"	"Unknown"
"285759019"	"9OL9.00"	"diabetes monitoring deleted"	"Unknown"
"292612014"	"C10A700"	"malnutrition-related diabetes mellitus without complications"	"Other"
"306108017"	"L180100"	"diabetes mellitus during pregnancy - baby delivered"	"Poss gestational"
"306110015"	"L180300"	"diabetes mellitus during pregnancy - baby not yet delivered"	"Poss gestational"
"308110013"	"Lyu2900"	"pre-existing diabetes mellitus"	"Unknown"
"309179013"	"M271100"	"neuropathic diabetic ulcer - foot"	"Unknown"
"356078011"	""	"secondary endocrine diabetes mellitus"	"Other"
"356110010"	""	"megaloblastic anaemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness"	"Unknown"
"356111014"	""	"insulin-dependent diabetes mellitus secretory diarrhoea syndrome"	"Type 1"
"356119011"	""	"abnormal metabolic state in diabetes mellitus"	"Unknown"
"356121018"	""	"diabetic severe hyperglycaemia"	"Unknown"
"358035014"	"M21yC00"	"insulin lipohypertrophy"	"Unknown"
"358036010"	"M21yC11"	"insulin site lipohypertrophy"	"Unknown"
"452078013"	"7L19800"	"subcutaneous injection of insulin"	"Unknown"
"454092018"	""	"diabetic hyperosmolar non-ketotic state"	"Unknown"
