"medcode"	"readcode"	"desc"
"64120"	"13k3.00"	"born in papua new guinea"
"64391"	"13lj.00"	"main spoken language gaelic"
"64948"	"13ls.00"	"main spoken language patois"
"64949"	"13gp.00"	"born in eritrea"
"64984"	"13f8.00"	"born in costa rica"
"65310"	"13eR.00"	"born in mali"
"66551"	"13jA.00"	"born in st. vincent"
"66553"	"13j8.00"	"born in st. kitts and nevis"
"66560"	"13eU.00"	"born in north korea"
"66564"	"13nW.00"	"reads greek"
"66565"	"13nR.00"	"reads italian"
"66685"	"13la.00"	"main spoken language ukrainian"
"66826"	"13n6.00"	"reads tamil"
"68778"	"13nS.00"	"reads german"
"68866"	"13gD.00"	"born in djibouti"
"69131"	"13dQ.00"	"born in luxembourg"
"69135"	"13j7.00"	"born in puerto rico"
"69139"	"13lg.00"	"main spoken language ethiopian"
"69143"	"13gT.00"	"born in mauritania"
"69153"	"13lo.00"	"main spoken language luganda"
"69426"	"13fK.00"	"born in suriname"
"69431"	"13eN.00"	"born in laos"
"69560"	"13g8.00"	"born in cape verde islands"
"69806"	"13fC.00"	"born in guatemala"
"71190"	"13dT.00"	"born in monaco"
"72379"	"13lA.00"	"main spoken language kutchi"
"74892"	"13fG.00"	"born in nicaragua"
"86375"	"9NUR.00"	"interpreter needed - kurdish"
"86389"	"13se.00"	"tigrinya as a second language"
"89433"	"9NUY.00"	"interpreter needed - norwegian"
"89440"	"9NUq.00"	"interpreter needed - turkish"
"89441"	"9NUT.00"	"interpreter needed - lithuanian"
"89689"	"13sU.00"	"turkish as a second language"
"90291"	"9NUl.00"	"interpreter needed - sylheti"
"90451"	"9NUA.00"	"interpreter needed - czech"
"90860"	"13nH.00"	"reads farsi"
"90868"	"13nG.00"	"reads lithuanian"
"91328"	"13eQ.00"	"born in maldives"
"91419"	"13nY.00"	"reads turkish"
"91420"	"13nQ.00"	"reads kurdish"
"91422"	"13lk.00"	"main spoken language hakka"
"91423"	"13nJ.00"	"reads chinese - traditional"
"91758"	"13sW.00"	"shona as a second language"
"91761"	"13sh.00"	"swahili as a second language"
"91936"	"13s4.00"	"bengali as a second language"
"93443"	"13nc.00"	"reads pashto"
"93444"	"13nf.00"	"reads tigrinya"
"93462"	"13nK.00"	"reads gujarati"
"93569"	"13nX.00"	"reads japanese"
"93691"	"13s9.00"	"dutch as a second language"
"93697"	"13gO.00"	"born in lesotho"
"93749"	"916E.00"	"patient ethnicity unknown"
"93893"	"13nh.00"	"reads burmese"
"93894"	"9NUi.00"	"interpreter needed - spanish"
"93923"	"13gF.00"	"born in equatorial guinea"
"93935"	"13d1.00"	"born in andorra"
"93984"	"9NUQ.00"	"interpreter needed - korean"
"94048"	"9NUh.00"	"interpreter needed - somali"
"94050"	"13f1.00"	"born in belize"
"94072"	"13ng.00"	"reads bulgarian"
"94158"	"9NU7.00"	"interpreter needed - italian"
"95156"	"9NU8.00"	"interpreter needed - cantonese"
"95462"	"13sE.00"	"vietnamese as a second language"
"95463"	"13s3.00"	"arabic as a second language"
"95590"	"13nM.00"	"reads chinese - simplified"
"95593"	"13nV.00"	"reads croatian"
"95708"	"13dO.00"	"born in liechtenstein"
"95731"	"9NUX.00"	"interpreter needed - mandarin"
"95775"	"13nZ.00"	"reads vietnamese"
"95877"	"13sj.00"	"welsh as a second language"
"95897"	"13u0.00"	"main spoken language bulgarian"
"95940"	"13ur.00"	"main spoken language latvian"
"95968"	"13lT.11"	"main spoken language serbo-croatian"
"95969"	"13lt.11"	"main spoken language serbo-croatian"
"95970"	"13lO.11"	"main spoken language persian"
"95974"	"13lu.11"	"main spoken language sinhalese"
"95978"	"13w1.00"	"main spoken language nepali"
"95985"	"13nm.00"	"reads malay"
"96033"	"9NUJ.00"	"interpreter needed - gujarati"
"96034"	"9NUN.00"	"interpreter needed - hindi"
"96041"	"13ua.00"	"main spoken language hungarian"
"96055"	"9NUd.00"	"interpreter needed - russian"
"96088"	"13sJ.00"	"urdu as a second language"
"96146"	"13uh.00"	"main spoken language irish"
"96147"	"13lE.11"	"main spoken language panjabi"
"96148"	"13u5.00"	"main spoken language afrikaans"
"96152"	"13u1.00"	"main spoken language romanian"
"96163"	"13wL.00"	"main spoken language telugu"
"96164"	"13sP.00"	"igbo as a second language"
"96223"	"13wR.00"	"main spoken language twi"
"96230"	"13wG.00"	"main spoken language slovenian"
"96240"	"13wD.00"	"main spoken language sindhi"
"96267"	"13ux.00"	"main spoken language marathi"
"96268"	"13uj.00"	"main spoken language kannada"
"96289"	"13uN.00"	"main spoken language danish"
"96290"	"13u6.00"	"main spoken language armenian"
"96295"	"13t..00"	"born in british overseas territory"
"96296"	"13na.00"	"reads amharic"
"96317"	"13w5.00"	"main spoken language quechua"
"96370"	"13uv.00"	"main spoken language maltese"
"96375"	"13sb.00"	"thai as a second language"
"96376"	"13uu.00"	"main spoken language malay"
"96474"	"9NUr.00"	"interpreter needed - ukrainian"
"96485"	"13le.00"	"main spoken language brawa"
"96505"	"9NUn.00"	"interpreter needed - tamil"
"96558"	"13wM.00"	"main spoken language tibetan"
"96559"	"13uG.00"	"main spoken language burmese"
"96560"	"13uT.00"	"main spoken language finnish"
"96611"	"13us.00"	"main spoken language macedonian"
"96634"	"13wN.00"	"main spoken language tongan"
"96636"	"13g6.00"	"born in cambodia"
"96768"	"13sf.00"	"somali as a second language"
"96784"	"13wT.00"	"main spoken language uzbek"
"96805"	"13nj.00"	"reads indonesian"
"96824"	"13dm.00"	"born in former yugoslav republic of macedonia"
"96825"	"9Nm..00"	"other interpreter needed"
"96857"	"13u2.00"	"main spoken language oromo"
"96858"	"13w2.00"	"main spoken language occitan"
"96868"	"13u4.00"	"main spoken language afar"
"96873"	"13wa.00"	"main spoken language zulu"
"96898"	"9NUc.00"	"interpreter needed - panjabi"
"96928"	"13uQ.00"	"main spoken language estonian"
"97004"	"9Nn..00"	"further interpreter needed"
"97015"	"13uk.00"	"main spoken language kashmiri"
"97038"	"13uz.00"	"main spoken language mongolian"
"97039"	"13wW.00"	"main spoken language wolof"
"97041"	"13wQ.00"	"main spoken language turkmen"
"97083"	"13u9.00"	"main spoken language azerbaijani"
"97131"	"13wH.00"	"main spoken language sundanese"
"97136"	"13no.00"	"reads ndebele"
"97149"	"13sS.00"	"kurdish as a second language"
"97206"	"13si.00"	"swedish as a second language"
"97212"	"13uX.00"	"main spoken language georgian"
"97273"	"13wX.00"	"main spoken language xhosa"
"97274"	"13uc.00"	"main spoken language indonesian"
"97297"	"13w3.00"	"main spoken language oriya"
"97298"	"9NUC.11"	"persian language interpreter needed"
"97323"	"9NUm.00"	"interpreter needed - tagalog"
"97390"	"13e4.00"	"born in bhutan"
"97439"	"13wB.00"	"main spoken language southern sotho"
"97440"	"13w6.00"	"main spoken language romansh"
"97574"	"13uB.00"	"main spoken language basque"
"97595"	"13ul.00"	"main spoken language kazakh"
"97597"	"13sN.00"	"yoruba as a second language"
"97612"	"13v..00"	"born french overseas region department collectivity territor"
"97644"	"9NUz.00"	"bulgarian language interpreter needed"
"97685"	"13wP.00"	"main spoken language tsonga"
"97784"	"9NU6.00"	"interpreter needed - bengali"
"97789"	"13uP.00"	"main spoken language esperanto"
"97830"	"9NUt.00"	"interpreter needed - vietnamese"
"97831"	"9NUs.00"	"interpreter needed - urdu"
"97997"	"13uK.00"	"main spoken language catalan"
"98028"	"9NU4.00"	"interpreter needed - amharic"
"98038"	"13t1.00"	"born in bermuda"
"98062"	"9Nmm.00"	"burmese language interpreter needed"
"98063"	"9NU3.00"	"interpreter needed - albanian"
"98070"	"13uZ.00"	"main spoken language guarani"
"98132"	"13up.00"	"main spoken language lao"
"98176"	"9NUo.00"	"interpreter needed - thai"
"98194"	"13um.00"	"main spoken language kinyarwanda"
"98195"	"13sI.00"	"tamil as a second language"
"98201"	"13sk.00"	"scottish gaelic as a second language"
"98202"	"13sY.00"	"norwegian as a second language"
"98215"	"13uy.00"	"main spoken language moldavian"
"98228"	"13nN.00"	"reads swahili"
"98229"	"13nn.00"	"reads mongolian"
"98255"	"13uw.00"	"main spoken language maori"
"98285"	"13w4.00"	"main spoken language filipino"
"98369"	"13nP.00"	"reads yoruba"
"98403"	"9NUp.00"	"interpreter needed - tigrinya"
"98439"	"13sa.00"	"portuguese as a second language"
"98450"	"9NUZ.00"	"interpreter needed - pashto"
"98510"	"13uY.00"	"main spoken language kalaallisut"
"98530"	"13da.00"	"born in san marino"
"98543"	"9NU2.00"	"interpreter needed - akan"
"98576"	"13sX.00"	"malayalam as a second language"
"98581"	"13sd.00"	"serbian as a second language"
"98604"	"13ub.00"	"main spoken language icelandic"
"98762"	"13u8.00"	"main spoken language aymara"
"98809"	"9NmQ.00"	"hungarian language interpreter needed"
"98841"	"9NUy.00"	"romanian language interpreter needed"
"98887"	"13sG.00"	"greek as a second language"
"98942"	"13nb.00"	"reads lingala"
"98947"	"9NUW.00"	"interpreter needed - malayalam"
"99119"	"13dj.00"	"born in vatican city"
"99258"	"13g9.00"	"born in central african republic"
"99334"	"9NUj.00"	"interpreter needed - swahili"
"99431"	"13jD.00"	"born in dominica"
"99501"	"13sC.00"	"ukrainian as a second language"
"99556"	"13sK.00"	"hausa as a second language"
"99710"	"9NUH.00"	"interpreter needed - greek"
"99712"	"13wS.00"	"main spoken language uighur"
"99740"	"13nd.00"	"reads serbian"
"99794"	"9Nn1.00"	"tsonga language interpreter needed"
"100007"	"13ei.00"	"born in tajikistan"
"100008"	"13np.00"	"reads braille"
"100010"	"13nT.00"	"reads albanian"
"100011"	"13ui.00"	"main spoken language javanese"
"100013"	"13uL.00"	"main spoken language slovak"
"100218"	"9NUF.00"	"interpreter needed - igbo"
"100219"	"9NUL.00"	"interpreter needed - hausa"
"100220"	"9NUf.00"	"interpreter needed - shona"
"100438"	"9NmA.00"	"macedonian language interpreter needed"
"100439"	"9NUP.00"	"interpreter needed - japanese"
"100517"	"13dn.00"	"born in serbia"
"100691"	"9NUv.00"	"interpreter needed - yoruba"
"100707"	"13uR.00"	"main spoken language faeroese"
"100714"	"13uS.00"	"main spoken language fijian"
"100716"	"13ug.00"	"main spoken language inuktitut"
"100743"	"13uW.00"	"main spoken language galician"
"100759"	"9Nn7.00"	"slovenian language interpreter needed"
"100813"	"9NmM.00"	"interlingue language interpreter needed"
"100828"	"13uH.00"	"main spoken language belarusian"
"100949"	"13uD.00"	"main spoken language bihari"
"100990"	"13s1.00"	"albanian as a second language"
"101038"	"13wb.00"	"main spoken language konkani"
"101061"	"13sF.00"	"irish gaelic as a second language"
"101158"	"13gB.00"	"born in comoros islands"
"101189"	"13uJ.00"	"main spoken language central khmer"
"101220"	"13wA.00"	"main spoken language dari"
"101284"	"9NnK.00"	"nepali language interpreter needed"
"101564"	"9NUG.00"	"interpreter needed - german"
"101591"	"13gb.00"	"born in sao tome and principe"
"101614"	"9Nn4.00"	"telugu language interpreter needed"
"101620"	"13ut.00"	"main spoken language malagasy"
"101659"	"13ud.00"	"main spoken language interlingua"
"101761"	"13l9.11"	"main spoken language iban"
"101788"	"13uM.00"	"main spoken language corsican"
"101814"	"9NUc.11"	"punjabi language interpreter needed"
"101846"	"13Zq.00"	"country of birth unknown"
"102007"	"13uY.11"	"main spoken language greenlandic"
"102127"	"13uC.00"	"main spoken language dzongkha"
"102128"	"13uF.00"	"main spoken language breton"
"102129"	"13ue.00"	"main spoken language interlingue"
"102173"	"13sO.00"	"tagalog as a second language"
"102184"	"13u3.00"	"main spoken language abkhazian"
"102218"	"13u7.00"	"main spoken language assamese"
"102259"	"13uA.00"	"main spoken language bashkir"
"102537"	"9NUe.00"	"interpreter needed - serbian"
"102877"	"13wC.00"	"main spoken language tswana"
"103067"	"9NUS.00"	"interpreter needed - lingala"
"103089"	"9NU9.00"	"interpreter needed - croatian"
"103102"	"9NUM.00"	"interpreter needed - hebrew"
"103197"	"9NUg.00"	"interpreter needed - sinhala"
"103200"	"13uV.00"	"main spoken language frisian"
"103219"	"13w7.00"	"main spoken language samoan"
"103364"	"13v0.00"	"born in martinique"
"103821"	"13s7.00"	"croatian as a second language"
"103965"	"13k9.00"	"born in western samoa"
"103979"	"9NUu.00"	"interpreter needed - welsh"
"104071"	"13uq.00"	"main spoken language bamun"
"104284"	"13ni.00"	"reads chechen"
"104461"	"9NUB.00"	"interpreter needed - dutch"
"104635"	"9NmC.00"	"latvian language interpreter needed"
"104678"	"9Nmx.00"	"oromo language interpreter needed"
"104886"	"13wE.00"	"main spoken language ndebele"
"104901"	"9Nm6.00"	"brawa language interpreter needed"
"104983"	"13t2.00"	"born in anguilla"
"105079"	"9Nmd.00"	"catalan language interpreter needed"
"105171"	"13sL.00"	"hebrew as a second language"
"105454"	"13sT.00"	"lingala as a second language"
"105523"	"13wV.00"	"main spoken language tetum"
"105529"	"13wc.00"	"main spoken language aragonese"
"105608"	"13nk.00"	"reads kinyarwanda"
"105785"	"13s2.00"	"amharic as a second language"
"105923"	"13t0.00"	"born in montserrat"
"105960"	"13wJ.00"	"main spoken language tajik"
"106806"	"13s0.00"	"akan as a second language"
"108184"	"9Nn6.00"	"turkmen language interpreter needed"
"108271"	"13jE.00"	"born in aruba"
"108936"	"13v7.00"	"born in guadeloupe"
"109092"	"13ds.00"	"born in jersey"
"109093"	"13dr.00"	"born in guernsey"
"109226"	"13eq.00"	"born in christmas island"
"109260"	"13dq.00"	"born in republic of moldova"
"109276"	"13t5.00"	"born in saint helena, ascension and tristan da cunha"
"109457"	"13do.00"	"born in montenegro"
"109458"	"13jG.00"	"born in saint vincent and the grenadines"
"109489"	"9NmE.00"	"kinyarwanda language interpreter needed"
"109727"	"13t3.00"	"born in british virgin islands"
"109791"	"13kB.00"	"born in american samoa"
"109896"	"13l6.11"	"main spoken language gujarati"
"109898"	"13dp.00"	"born in belarus"
"109992"	"13gq.00"	"born in democratic republic of congo"
"110839"	"9NUE.00"	"interpreter needed - french creole"
"111051"	"13v4.00"	"born in french guiana"
"111303"	"9NnN.00"	"romansh language interpreter needed"
"111392"	"13k8.00"	"born in vanuatu"
"111457"	"9NUK.00"	"interpreter needed - hakka"
"111658"	"13nq.00"	"reads welsh"
"111700"	"13jH.00"	"born in sint maarten"
"111709"	"13wF.00"	"main spoken language swati"
"111734"	"13w0.00"	"main spoken language nauru"
"111758"	"13ne.00"	"reads sinhala"
"111774"	"13dx.00"	"born in aland islands"
"111788"	"9Nm1.00"	"moldavian language interpreter needed"
"111789"	"13wZ.00"	"main spoken language zhuang"
"111820"	"9Nm5.00"	"ethiopian language interpreter needed"
"111874"	"13wY.00"	"main spoken language yiddish"
"111919"	"13w8.00"	"main spoken language sango"
"111921"	"9NmS.00"	"georgian language interpreter needed"
"111963"	"9NnT.13"	""
"112222"	"9NnC.00"	"sundanese language interpreter needed"
"112260"	"13uo.00"	"main spoken language rundi"
"112269"	"13t9.00"	"born in cayman islands"
"112321"	"13wK.00"	"main spoken language tatar"
"112634"	"13dt.00"	"born in isle of man"
"112690"	"9NnS.00"	"hands-on signing interpreter needed"
"112961"	"9Nmk.00"	"armenian language interpreter needed"
"113092"	"13nL.00"	"reads hausa"
"113132"	"9NmL.00"	"inuktitut language interpreter needed"
"113227"	"9NUV.00"	"interpreter needed - ganda"
"113326"	"13uq.11"	"main spoken language bamoun"
"113466"	"13jF.00"	"born in united states virgin islands"
"113671"	"9t2E.00"	"carib/black: caribbean/carib scot/carib brit- scotland 2011"
"114188"	"13w9.00"	"main spoken language hindko"
"114221"	"13er.00"	"born in cocos (keeling) islands"
"115123"	"9Nm4.00"	"luganda language interpreter needed"
"115124"	"13uE.00"	"main spoken language bislama"
"115316"	"9Nmj.00"	"assamese language interpreter needed"
"115519"	"9t11.00"	"irish traveller - northern ireland ethnic cat 2011 census"
"115587"	"13du.00"	"born in faroe islands"
"115637"	"13k2.00"	"born in nauru"
"115648"	"9Nms.00"	""
"115664"	"13v9.00"	""
"115744"	"13nl.00"	""
"115923"	"9Nmf.00"	"indonesian language interpreter needed"
"115970"	"13t8.00"	"born in british indian ocean territory"
"116259"	"13t4.00"	"born in turks and caicos islands"
