"MedCodeId"	"CleansedReadCode"	"Term"
"13718601000006110"	""	"history of embolic cerebrovascular accident"
"13718621000006117"	""	"history of cerebrovascular accident due to ischaemia"
"13718641000006112"	""	"history of ischaemic stroke"
"13905301000006116"	""	"bilateral occlusion of pontine arteries"
"13909861000006114"	""	"cerebral ischaemic stroke due to dissection of artery"
"13909881000006116"	""	"cerebral ischaemic stroke due to global hypoperfusion with watershed infarct"
"13909891000006118"	""	"cerebral ischaemic stroke due to hypercoagulable state"
"13909901000006119"	""	"cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage"
"13937171000006112"	""	"stenosis of cerebral artery"
"13966821000006114"	""	"occlusion of distal basilar artery"
"13967201000006117"	""	"occlusion of branch of basilar artery"
"14014251000006116"	""	"cerebrovascular accident due to occlusion of bilateral pontine arteries"
"14172931000006114"	""	"bilateral occlusion of anterior cerebral arteries"
"14182621000006113"	""	"cryptogenic stroke"
"14194161000006118"	""	"acute stroke due to occlusion of left posterior cerebral artery"
"14194191000006114"	""	"acute cerebrovascular accident due to stenosis of left carotid artery"
"14194211000006110"	""	"acute cerebrovascular accident due to occlusion of left middle cerebral artery"
"14194281000006115"	""	"acute cerebrovascular accident due to occlusion of right posterior cerebral artery"
"14194331000006112"	""	"acute cerebrovascular accident due to occlusion of right middle cerebral artery"
"14194491000006118"	""	"acute cerebrovascular accident due to occlusion of right carotid artery"
"14194571000006115"	""	"acute cerebrovascular accident due to occlusion of left carotid artery"
"14194611000006113"	""	"acute cerebrovascular accident of basal ganglia"
"14194641000006112"	""	"acute cerebrovascular accident of brainstem"
"14194651000006114"	""	"acute stroke of brainstem"
"14194661000006111"	""	"acute cerebrovascular accident due to stenosis of right carotid artery"
"14194741000006118"	""	"acute cerebrovascular accident due to occlusion of right cerebellar artery"
"14194801000006111"	""	"acute cerebrovascular accident due to ischaemia"
"14194811000006114"	""	"acute ischaemic stroke"
"14194841000006113"	""	"acute cerebrovascular accident due to occlusion of left cerebellar artery"
"14194941000006115"	""	"acute cerebrovascular accident due to embolism of right middle cerebral artery"
"14194971000006111"	""	"acute cerebrovascular accident due to embolism of left middle cerebral artery"
