"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Psychotropic"	"group"
"659241000033113"	"Haloperidol  Elixir  2 mg/5 ml"	NA	NA	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"659441000033114"	"Haldol Decanoate 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"100.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"659541000033110"	"Haldol Decanoate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"50.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"659641000033111"	"Haloperidol 20mg/2ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Haloperidol"	"10.000mg/1.000ml"	"04020100"	"Haloperidol"	"Antipsychotics"
"659741000033119"	"Haloperidol decanoate 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"100.000mg/1.000ml"	"04020200"	"Haloperidol"	"Antipsychotics"
"659841000033112"	"Haloperidol decanoate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"50.000mg/1.000ml"	"04020200"	"Haloperidol"	"Antipsychotics"
"659941000033116"	"Haloperidol  Injection  5 mg/ml"	"Solution for injection"	"Intramuscular"	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"660041000033118"	"Haldol  Injection  5 mg/ml"	"Solution for injection"	"Intramuscular"	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"660341000033116"	"Haloperidol 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Haloperidol"	"1.000mg/1.000ml"	"04020100"	"Haloperidol"	"Antipsychotics"
"660441000033110"	"Haloperidol  Liquid  2mg/ml"	NA	NA	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"661341000033112"	"Haloperidol 10mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Haloperidol"	"2.000mg/1.000ml"	"04020100"	"Haloperidol"	"Antipsychotics"
"661441000033118"	"Haloperidol  Oral liquid conc.  10 mg/ml"	"Oral solution"	"Oral"	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"661541000033117"	"Haldol 2mg/ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"2.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"661641000033116"	"Haldol  Oral liquid conc.  10 mg/ml"	"Oral solution"	"Oral"	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"662341000033115"	"Haloperidol 1.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"1.500mg"	"04020100"	"Haloperidol"	"Antipsychotics"
"662441000033114"	"Haloperidol 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"20.000mg"	"04020100"	"Haloperidol"	"Antipsychotics"
"662541000033110"	"Haloperidol 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"5.000mg"	"04020100"	"Haloperidol"	"Antipsychotics"
"663241000033118"	"Haloperidol 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"10.000mg"	"04020100"	"Haloperidol"	"Antipsychotics"
"663341000033111"	"Haloperidol 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"500.000microgram"	"04020100"	"Haloperidol"	"Antipsychotics"
"663441000033117"	"Haldol 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"10.000mg"	NA	"Haloperidol"	"Antipsychotics"
"663541000033116"	"Haldol 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"5.000mg"	NA	"Haloperidol"	"Antipsychotics"
"754141000033110"	"Imipramine Hydrochloride  Syrup  25 mg/5 ml"	"Oral solution"	"Oral"	"Imipramine"	NA	NA	"Imipramine"	"Antidepressants"
"754241000033115"	"Imipramine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Imipramine"	"25.000mg"	"04030100"	"Imipramine"	"Antidepressants"
"755541000033119"	"Imipramine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Imipramine"	"10.000mg"	"04030100"	"Imipramine"	"Antidepressants"
"757541000033111"	"Integrin 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Oxypertine"	"10.000mg"	NA	"Oxypertine"	"Antipsychotics"
"769641000033110"	"Integrin  Tablets  40 mg"	"Tablet"	"Oral"	"Oxypertine"	NA	NA	"Oxypertine"	"Antipsychotics"
"787141000033110"	"Isocarboxazid 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Isocarboxazid"	"10.000mg"	"04030200"	"Isocarboxazid"	"Antidepressants"
"809341000033116"	"Lamictal 100mg dispersible tablets"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"100.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"809441000033110"	"Lamictal 25mg dispersible tablets"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"809541000033111"	"Lamictal 5mg dispersible tablets"	"Dispersible tablet/"	"Oral"	"Lamotrigine"	"5.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"809641000033112"	"Lamotrigine 100mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"100.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"809741000033115"	"Lamotrigine 25mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"809841000033113"	"Lamotrigine 5mg dispersible tablets sugar free"	"Dispersible tablet/"	"Oral"	"Lamotrigine"	"5.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"811041000033116"	"Largactil 50mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Chlorpromazine"	"25.000mg/1.000ml"	NA	"Chlorpromazine"	"Antipsychotics"
"813341000033115"	"Largactil  Suppositories  100 mg"	"Suppository"	"Rectal"	"Chlorpromazine"	NA	NA	"Chlorpromazine"	"Antipsychotics"
"813441000033114"	"Largactil Forte 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Chlorpromazine"	"20.000mg/1.000ml"	NA	"Chlorpromazine"	"Antipsychotics"
"813741000033119"	"Largactil 25mg/5ml syrup"	"Oral solution"	"Oral"	"Chlorpromazine"	"5.000mg/1.000ml"	NA	"Chlorpromazine"	"Antipsychotics"
"815741000033115"	"Largactil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlorpromazine"	"10.000mg"	NA	"Chlorpromazine"	"Antipsychotics"
"815841000033113"	"Largactil 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlorpromazine"	"100.000mg"	NA	"Chlorpromazine"	"Antipsychotics"
"815941000033117"	"Largactil 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlorpromazine"	"25.000mg"	NA	"Chlorpromazine"	"Antipsychotics"
"816041000033110"	"Largactil 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlorpromazine"	"50.000mg"	NA	"Chlorpromazine"	"Antipsychotics"
"816841000033115"	"Lamictal 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"100.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"816941000033111"	"Lamictal 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"50.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"817041000033112"	"Lamotrigine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"100.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"817141000033111"	"Lamotrigine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"50.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"817341000033114"	"Lamictal 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"25.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"817441000033115"	"Lamotrigine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"25.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"817741000033110"	"Lamictal 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"200.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"817841000033117"	"Lamotrigine 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lamotrigine"	"200.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"819741000033117"	"Lentizol 25mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Amitriptyline"	"25.000mg"	NA	"Amitriptyline"	"Antidepressants"
"819841000033110"	"Lentizol 50mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Amitriptyline"	"50.000mg"	NA	"Amitriptyline"	"Antidepressants"
"832941000033117"	"Lithium citrate 520mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Lithium"	"104.000mg/1.000ml"	"04020300"	"Lithium"	"Mood Stabilisers"
"833441000033118"	"Lithium Succinate  Ointment"	NA	NA	"Lithium"	NA	NA	"Lithium"	"Mood Stabilisers"
"834441000033116"	"Lithium Citrate  Sugar free syrup  10.8 mmol/5 ml"	"Oral solution"	"Oral"	"Lithium"	NA	NA	"Lithium"	"Mood Stabilisers"
"834541000033115"	"Lithium Citrate  Sugar free syrup  5.4 mmol/5 ml"	"Oral solution"	"Oral"	"Lithium"	NA	NA	"Lithium"	"Mood Stabilisers"
"835641000033115"	"Liskonum 450mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"450.000mg"	NA	"Lithium"	"Mood Stabilisers"
"835741000033112"	"Litarex 564mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"564.000mg"	NA	"Lithium"	"Mood Stabilisers"
"835841000033119"	"Lithium carbonate 250mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lithium"	"250.000mg"	"04020300"	"Lithium"	"Mood Stabilisers"
"835941000033110"	"Lithium carbonate 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"400.000mg"	"04020300"	"Lithium"	"Mood Stabilisers"
"837441000033112"	"Lithium carbonate 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"200.000mg"	"04020300"	"Lithium"	"Mood Stabilisers"
"837541000033113"	"Lithium Carbonate  M/R tablets  300 mg"	"Tablet"	"Oral"	"Lithium"	NA	NA	"Lithium"	"Mood Stabilisers"
"837641000033114"	"Lithium carbonate 450mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"450.000mg"	"04020300"	"Lithium"	"Mood Stabilisers"
"837741000033117"	"Lithium citrate 564mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"564.000mg"	"04020300"	"Lithium"	"Mood Stabilisers"
"840741000033115"	"Loxapine 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Loxapine"	"10.000mg"	"04020100"	"Loxapine"	"Antipsychotics"
"840841000033113"	"Loxapine 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Loxapine"	"25.000mg"	"04020100"	"Loxapine"	"Antipsychotics"
"840941000033117"	"Loxapine 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Loxapine"	"50.000mg"	"04020100"	"Loxapine"	"Antipsychotics"
"842041000033117"	"Loxapac 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Loxapine"	"10.000mg"	NA	"Loxapine"	"Antipsychotics"
"842141000033118"	"Loxapac 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Loxapine"	"25.000mg"	NA	"Loxapine"	"Antipsychotics"
"842241000033113"	"Loxapac 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Loxapine"	"50.000mg"	NA	"Loxapine"	"Antipsychotics"
"849241000033115"	"Lofepramine 70mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Lofepramine"	"14.000mg/1.000ml"	"04030100"	"Lofepramine"	"Antidepressants"
"850141000033116"	"Lofepramine 70mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lofepramine"	"70.000mg"	"04030100"	"Lofepramine"	"Antidepressants"
"853441000033119"	"Ludiomil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"10.000mg"	NA	"Maprotiline"	"Antidepressants"
"853541000033118"	"Ludiomil 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"25.000mg"	NA	"Maprotiline"	"Antidepressants"
"853641000033117"	"Ludiomil 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"50.000mg"	NA	"Maprotiline"	"Antidepressants"
"853741000033114"	"Ludiomil 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"75.000mg"	NA	"Maprotiline"	"Antidepressants"
"854141000033113"	"Lustral 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertraline"	"100.000mg"	NA	"Sertraline"	"Antidepressants"
"854241000033118"	"Lustral 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertraline"	"50.000mg"	NA	"Sertraline"	"Antidepressants"
"868841000033115"	"Manerix 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Moclobemide"	"150.000mg"	NA	"Moclobemide"	"Antidepressants"
"868941000033111"	"Manerix 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Moclobemide"	"300.000mg"	NA	"Moclobemide"	"Antidepressants"
"870441000033114"	"Maprotiline 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"10.000mg"	"04030100"	"Maprotiline"	"Antidepressants"
"870741000033119"	"Maprotiline 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"25.000mg"	"04030100"	"Maprotiline"	"Antidepressants"
"870841000033112"	"Maprotiline 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"50.000mg"	"04030100"	"Maprotiline"	"Antidepressants"
"870941000033116"	"Maprotiline 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Maprotiline"	"75.000mg"	"04030100"	"Maprotiline"	"Antidepressants"
"892141000033114"	"Melleril 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Thioridazine"	"20.000mg/1.000ml"	NA	"Thioridazine"	"Antipsychotics"
"892241000033119"	"Melleril 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Thioridazine"	"5.000mg/1.000ml"	NA	"Thioridazine"	"Antipsychotics"
"893741000033115"	"Melleril 25mg/5ml syrup"	"Oral solution"	"Oral"	"Thioridazine"	"5.000mg/1.000ml"	NA	"Thioridazine"	"Antipsychotics"
"894141000033116"	"Melleril  Syrup  3mg/10 ml"	"Oral solution"	"Oral"	"Thioridazine"	NA	NA	"Thioridazine"	"Antipsychotics"
"895841000033114"	"Melleril 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"10.000mg"	NA	"Thioridazine"	"Antipsychotics"
"895941000033118"	"Melleril 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"100.000mg"	NA	"Thioridazine"	"Antipsychotics"
"896041000033111"	"Melleril 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"25.000mg"	NA	"Thioridazine"	"Antipsychotics"
"896141000033110"	"Melleril 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"50.000mg"	NA	"Thioridazine"	"Antipsychotics"
"917541000033110"	"Mianserin 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Mianserin"	"10.000mg"	"04030100"	"Mianserin"	"Antidepressants"
"917641000033111"	"Mianserin 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Mianserin"	"20.000mg"	"04030100"	"Mianserin"	"Antidepressants"
"917741000033119"	"Mianserin 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Mianserin"	"30.000mg"	"04030100"	"Mianserin"	"Antidepressants"
"919641000033115"	"Mirtazapine 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Mirtazapine"	"30.000mg"	"04030400"	"Mirtazapine"	"Antidepressants"
"923041000033117"	"Molipaxin 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trazodone"	"50.000mg"	NA	"Trazodone"	"Antidepressants"
"923241000033113"	"Molipaxin 100mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trazodone"	"100.000mg"	NA	"Trazodone"	"Antidepressants"
"924241000033110"	"Modecate 25mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"924341000033117"	"Modecate 50mg/2ml solution for injection pre-filled syringes"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"925341000033116"	"Modecate 50mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"925841000033113"	"Modecate 12.5mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"925941000033117"	"Modecate Concentrate 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"926041000033110"	"Moditen Enanthate  Injection  25 mg/ml"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	NA	NA	"Fluphenazine"	"Antipsychotics"
"927741000033110"	"Modecate 250mg/10ml solution for injection vials"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"927841000033117"	"Modecate Concentrate 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"929541000033113"	"Molipaxin 50mg/5ml oral liquid"	"Oral solution"	"Oral"	"Trazodone"	"10.000mg/1.000ml"	NA	"Trazodone"	"Antidepressants"
"929841000033110"	"Molipaxin CR 150mg tablets"	"Modified-release tablet"	"Oral"	"Trazodone"	"150.000mg"	NA	"Trazodone"	"Antidepressants"
"934841000033111"	"Modecate 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Antipsychotics"
"935041000033115"	"Moditen 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Fluphenazine"	"1.000mg"	NA	"Fluphenazine"	"Antipsychotics"
"935141000033116"	"Moditen 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Fluphenazine"	"2.500mg"	NA	"Fluphenazine"	"Antipsychotics"
"935241000033111"	"Moditen 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Fluphenazine"	"5.000mg"	NA	"Fluphenazine"	"Antipsychotics"
"937241000033118"	"Moclobemide 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Moclobemide"	"150.000mg"	"04030200"	"Moclobemide"	"Antidepressants"
"937841000033119"	"Moclobemide 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Moclobemide"	"300.000mg"	"04030200"	"Moclobemide"	"Antidepressants"
"938741000033111"	"Molipaxin 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trazodone"	"150.000mg"	NA	"Trazodone"	"Antidepressants"
"938841000033118"	"Motipress tablets"	"Tablet/ Oral Tablet"	"Oral"	"Fluphenazine/Nortriptyline"	"1.500mg + 30.000mg"	NA	"Fluphenazine/Nortriptyline"	"Antipsychotics, Antidepressants"
"938941000033114"	"Motival 10mg/500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Fluphenazine/Nortriptyline"	"500.000microgram + 10.000mg"	NA	"Fluphenazine/Nortriptyline"	"Antipsychotics, Antidepressants"
"955241000033110"	"Nardil 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Phenelzine"	"15.000mg"	NA	"Phenelzine"	"Antidepressants"
"965041000033112"	"Neulactil Forte syrup"	"Oral solution"	"Oral"	"Pericyazine"	"2.000mg/1.000ml"	NA	"Pericyazine"	"Antipsychotics"
"965541000033119"	"Neulactil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pericyazine"	"10.000mg"	NA	"Pericyazine"	"Antipsychotics"
"965641000033118"	"Neulactil 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pericyazine"	"2.500mg"	NA	"Pericyazine"	"Antipsychotics"
"965741000033110"	"Neulactil  Tablets  25 mg"	"Tablet"	"Oral"	"Pericyazine"	NA	NA	"Pericyazine"	"Antipsychotics"
"966141000033116"	"Nefazodone 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Nefazodone"	"100.000mg"	"04030400"	"Nefazodone"	"Antidepressants"
"966241000033111"	"Nefazodone 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Nefazodone"	"200.000mg"	"04030400"	"Nefazodone"	"Antidepressants"
"966341000033118"	"Nefazodone Hydrochloride  Tablets (starter pack)  14 x 50 mg, 14 x 100 mg, 28 x 200 mg"	"Tablet"	"Oral"	"Nefazodone"	NA	NA	"Nefazodone"	"Antidepressants"
"979241000033110"	"Nortriptyline 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Nortriptyline"	"10.000mg"	"04030100"	"Nortriptyline"	"Antidepressants"
"979341000033117"	"Nortriptyline 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Nortriptyline"	"25.000mg"	"04030100"	"Nortriptyline"	"Antidepressants"
"981641000033117"	"Nozinan 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Levomepromazine"	"25.000mg/1.000ml"	NA	"Levomepromazine"	"Antipsychotics"
"983141000033114"	"Nortriptyline  Liquid  10mg/5 ml"	NA	NA	"Nortriptyline"	NA	NA	"Nortriptyline"	"Antidepressants"
"989141000033111"	"Nortriptyline 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Nortriptyline"	"10.000mg"	"04030100"	"Nortriptyline"	"Antidepressants"
"989241000033116"	"Nortriptyline 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Nortriptyline"	"25.000mg"	"04030100"	"Nortriptyline"	"Antidepressants"
"1003641000033113"	"Olanzapine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"10.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"1003741000033116"	"Olanzapine 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"5.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"1003841000033114"	"Olanzapine 7.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"7.500mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"1008941000033114"	"Optimax 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Tryptophan"	"500.000mg"	NA	"Tryptophan"	"Antidepressants"
"1016341000033111"	"Orap  Tablets  10 mg"	"Tablet"	"Oral"	"Pimozide"	NA	NA	"Pimozide"	"Antipsychotics"
"1016441000033117"	"Orap 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pimozide"	"2.000mg"	NA	"Pimozide"	"Antipsychotics"
"1016541000033116"	"Orap 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pimozide"	"4.000mg"	NA	"Pimozide"	"Antipsychotics"
"1022741000033116"	"Oxypertine 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Oxypertine"	"10.000mg"	"04020100"	"Oxypertine"	"Antipsychotics"
"1026941000033117"	"Oxypertine 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Oxypertine"	"40.000mg"	"04020100"	"Oxypertine"	"Antipsychotics"
"1042141000033117"	"Paroxetine 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Paroxetine"	"20.000mg"	"04030300"	"Paroxetine"	"Antidepressants"
"1042241000033112"	"Paroxetine 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Paroxetine"	"30.000mg"	"04030300"	"Paroxetine"	"Antidepressants"
"1052041000033118"	"Perphenazine  Injection  5 mg/ml"	"Solution for injection"	"Intramuscular"	"Perphenazine"	NA	NA	"Perphenazine"	"Antipsychotics"
"1063541000033113"	"Pericyazine 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Pericyazine"	"2.000mg/1.000ml"	"04020100"	"Pericyazine"	"Antipsychotics"
"1065141000033117"	"Perphenazine 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perphenazine"	"2.000mg"	"04020100"	"Perphenazine"	"Antipsychotics"
"1065241000033112"	"Perphenazine 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perphenazine"	"4.000mg"	"04020100"	"Perphenazine"	"Antipsychotics"
"1065341000033119"	"Perphenazine  Tablets  8 mg"	"Tablet"	"Oral"	"Perphenazine"	NA	NA	"Perphenazine"	"Antipsychotics"
"1066741000033111"	"Pericyazine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pericyazine"	"10.000mg"	"04020100"	"Pericyazine"	"Antipsychotics"
"1067041000033110"	"Pericyazine 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pericyazine"	"2.500mg"	"04020100"	"Pericyazine"	"Antipsychotics"
"1067141000033114"	"Pericyazine  Tablets  25 mg"	"Tablet"	"Oral"	"Pericyazine"	NA	NA	"Pericyazine"	"Antipsychotics"
"1079341000033111"	"Phenelzine 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Phenelzine"	"15.000mg"	"04030200"	"Phenelzine"	"Antidepressants"
"1086741000033114"	"Piportil Depot 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Pipotiazine"	"50.000mg/1.000ml"	NA	"Pipotiazine"	"Antipsychotics"
"1087341000033110"	"Piportil Depot 100mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Pipotiazine"	"50.000mg/1.000ml"	NA	"Pipotiazine"	"Antipsychotics"
"1090841000033118"	"Pimozide  Tablets  10 mg"	"Tablet"	"Oral"	"Pimozide"	NA	NA	"Pimozide"	"Antipsychotics"
"1090941000033114"	"Pimozide 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pimozide"	"2.000mg"	"04020100"	"Pimozide"	"Antipsychotics"
"1091041000033116"	"Pimozide 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pimozide"	"4.000mg"	"04020100"	"Pimozide"	"Antipsychotics"
"1111541000033117"	"Prothiaden 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Dosulepin"	"25.000mg"	NA	"Dosulepin"	"Antidepressants"
"1111641000033116"	"Prepadine 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Dosulepin"	"25.000mg"	NA	"Dosulepin"	"Antidepressants"
"1111941000033111"	"Prozac 60mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"60.000mg"	NA	"Fluoxetine"	"Antidepressants"
"1112441000033114"	"Prozac 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	NA	"Fluoxetine"	"Antidepressants"
